GMT Time Correction = -28800
Lg20 (Basic Log) Log:
Rec #,Date ,Time,       IntTemp [C],       WetDryState
      0,8/12/2012, 14:11:59,             11.97,                 1
      1,8/12/2012, 14:12:29,             11.97,                 1
      2,8/12/2012, 14:12:59,             11.97,                 1
      3,8/12/2012, 14:13:29,             11.97,                 1
      4,8/12/2012, 14:13:59,             11.97,                 1
      5,8/12/2012, 14:14:29,             11.97,                 1
      6,8/12/2012, 14:14:59,             11.97,                 1
      7,8/12/2012, 14:15:29,             11.97,                 1
      8,8/12/2012, 14:15:59,             11.97,                 1
      9,8/12/2012, 14:16:29,             11.97,                 1
     10,8/12/2012, 14:16:59,             11.97,                 1
     11,8/12/2012, 14:17:29,             11.97,                 1
     12,8/12/2012, 14:17:59,             11.97,                 1
     13,8/12/2012, 14:18:29,             11.97,                 1
     14,8/12/2012, 14:18:59,             11.97,                 1
     15,8/12/2012, 14:19:29,             11.97,                 1
     16,8/12/2012, 14:19:59,             11.97,                 1
     17,8/12/2012, 14:20:29,             11.97,                 1
     18,8/12/2012, 14:20:59,             11.97,                 1
     19,8/12/2012, 14:21:29,             11.97,                 1
     20,8/12/2012, 14:21:59,             11.97,                 1
     21,8/12/2012, 14:22:29,             11.97,                 1
     22,8/12/2012, 14:22:59,             11.97,                 1
     23,8/12/2012, 14:23:29,             11.97,                 1
     24,8/12/2012, 14:23:59,             11.97,                 1
     25,8/12/2012, 14:24:29,             11.97,                 1
     26,8/12/2012, 14:24:59,             11.97,                 1
     27,8/12/2012, 14:25:29,             11.97,                 1
     28,8/12/2012, 14:25:59,             11.97,                 1
     29,8/12/2012, 14:26:29,             11.97,                 1
     30,8/12/2012, 14:26:59,             11.97,                 1
     31,8/12/2012, 14:27:29,             11.97,                 1
     32,8/12/2012, 14:27:59,             11.97,                 1
     33,8/12/2012, 14:28:29,             11.97,                 1
     34,8/12/2012, 14:28:59,             11.97,                 1
     35,8/12/2012, 14:29:29,             11.97,                 1
     36,8/12/2012, 14:29:59,             11.97,                 1
     37,8/12/2012, 14:30:29,             11.97,                 1
     38,8/12/2012, 14:30:59,             11.97,                 1
     39,8/12/2012, 14:31:29,             11.97,                 1
     40,8/12/2012, 14:31:59,             11.97,                 1
     41,8/12/2012, 14:32:29,             11.97,                 1
     42,8/12/2012, 14:32:59,             11.97,                 1
     43,8/12/2012, 14:33:29,             11.97,                 1
     44,8/12/2012, 14:33:59,             11.97,                 1
     45,8/12/2012, 14:34:29,             11.97,                 1
     46,8/12/2012, 14:34:59,             11.97,                 1
     47,8/12/2012, 14:35:29,             11.97,                 1
     48,8/12/2012, 14:35:59,             11.97,                 1
     49,8/12/2012, 14:36:29,             11.97,                 1
     50,8/12/2012, 14:36:59,             11.97,                 1
     51,8/12/2012, 14:37:29,             11.97,                 1
     52,8/12/2012, 14:37:59,             11.97,                 1
     53,8/12/2012, 14:38:29,             11.97,                 0
     54,8/12/2012, 14:38:59,              9.16,                 0
     55,8/12/2012, 14:39:29,              7.94,                 0
     56,8/12/2012, 14:39:59,              7.52,                 0
     57,8/12/2012, 14:40:29,              7.70,                 1
     58,8/12/2012, 14:40:59,              8.36,                 1
     59,8/12/2012, 14:41:29,             10.80,                 1
     60,8/12/2012, 14:41:59,             11.97,                 1
     61,8/12/2012, 14:42:29,             11.97,                 1
     62,8/12/2012, 14:42:59,             11.97,                 1
     63,8/12/2012, 14:43:29,             11.97,                 1
     64,8/12/2012, 14:43:59,             11.97,                 1
     65,8/12/2012, 14:44:29,             11.97,                 1
     66,8/12/2012, 14:44:59,             11.97,                 1
     67,8/12/2012, 14:45:29,             11.97,                 1
     68,8/12/2012, 14:45:59,             11.97,                 1
     69,8/12/2012, 14:46:29,             11.97,                 1
     70,8/12/2012, 14:46:59,             11.97,                 1
     71,8/12/2012, 14:47:29,             11.97,                 1
     72,8/12/2012, 14:47:59,             11.64,                 0
     73,8/12/2012, 14:48:29,              8.41,                 0
     74,8/12/2012, 14:48:59,              7.75,                 0
     75,8/12/2012, 14:49:29,              7.56,                 0
     76,8/12/2012, 14:49:59,              7.47,                 0
     77,8/12/2012, 14:50:29,              7.56,                 0
     78,8/12/2012, 14:50:59,              8.45,                 1
     79,8/12/2012, 14:51:29,              9.58,                 1
     80,8/12/2012, 14:51:59,             11.69,                 1
     81,8/12/2012, 14:52:29,             11.88,                 1
     82,8/12/2012, 14:52:59,             10.94,                 0
     83,8/12/2012, 14:53:29,              8.27,                 0
     84,8/12/2012, 14:53:59,              7.75,                 0
     85,8/12/2012, 14:54:29,              7.56,                 0
     86,8/12/2012, 14:54:59,              7.42,                 0
     87,8/12/2012, 14:55:29,              7.56,                 0
     88,8/12/2012, 14:55:59,              7.38,                 0
     89,8/12/2012, 14:56:29,              7.42,                 0
     90,8/12/2012, 14:56:59,              7.42,                 0
     91,8/12/2012, 14:57:29,              7.52,                 0
     92,8/12/2012, 14:57:59,              7.52,                 0
     93,8/12/2012, 14:58:29,              7.61,                 0
     94,8/12/2012, 14:58:59,              7.42,                 0
     95,8/12/2012, 14:59:29,              7.47,                 0
     96,8/12/2012, 14:59:59,              7.52,                 0
     97,8/12/2012, 15:00:29,              7.66,                 0
     98,8/12/2012, 15:00:59,              7.56,                 0
     99,8/12/2012, 15:01:29,              7.56,                 0
    100,8/12/2012, 15:01:59,              7.47,                 0
    101,8/12/2012, 15:02:29,              7.61,                 0
    102,8/12/2012, 15:02:59,              7.70,                 1
    103,8/12/2012, 15:03:29,              8.88,                 1
    104,8/12/2012, 15:03:59,              9.77,                 1
    105,8/12/2012, 15:04:29,             10.33,                 1
    106,8/12/2012, 15:04:59,              9.16,                 0
    107,8/12/2012, 15:05:29,              7.84,                 1
    108,8/12/2012, 15:05:59,              7.94,                 0
    109,8/12/2012, 15:06:29,              7.89,                 1
    110,8/12/2012, 15:06:59,              9.16,                 1
    111,8/12/2012, 15:07:29,             10.14,                 1
    112,8/12/2012, 15:07:59,             11.45,                 1
    113,8/12/2012, 15:08:29,             11.97,                 0
    114,8/12/2012, 15:08:59,              8.64,                 0
    115,8/12/2012, 15:09:29,              7.80,                 0
    116,8/12/2012, 15:09:59,              7.52,                 0
    117,8/12/2012, 15:10:29,              7.52,                 0
    118,8/12/2012, 15:10:59,              7.56,                 0
    119,8/12/2012, 15:11:29,              7.75,                 0
    120,8/12/2012, 15:11:59,              7.52,                 0
    121,8/12/2012, 15:12:29,              7.56,                 0
    122,8/12/2012, 15:12:59,              7.52,                 0
    123,8/12/2012, 15:13:29,              7.75,                 0
    124,8/12/2012, 15:13:59,              7.75,                 0
    125,8/12/2012, 15:14:29,              7.56,                 0
    126,8/12/2012, 15:14:59,              7.75,                 0
    127,8/12/2012, 15:15:29,              7.75,                 0
    128,8/12/2012, 15:15:59,              7.80,                 0
    129,8/12/2012, 15:16:29,              7.80,                 0
    130,8/12/2012, 15:16:59,              7.70,                 0
    131,8/12/2012, 15:17:29,              7.75,                 0
    132,8/12/2012, 15:17:59,              7.66,                 0
    133,8/12/2012, 15:18:29,              7.66,                 0
    134,8/12/2012, 15:18:59,              7.84,                 1
    135,8/12/2012, 15:19:29,             10.09,                 1
    136,8/12/2012, 15:19:59,             11.97,                 1
    137,8/12/2012, 15:20:29,             11.97,                 1
    138,8/12/2012, 15:20:59,             11.97,                 1
    139,8/12/2012, 15:21:29,             11.97,                 1
    140,8/12/2012, 15:21:59,             11.97,                 1
    141,8/12/2012, 15:22:29,             11.97,                 0
    142,8/12/2012, 15:22:59,              8.88,                 1
    143,8/12/2012, 15:23:29,              7.98,                 0
    144,8/12/2012, 15:23:59,              7.80,                 0
    145,8/12/2012, 15:24:29,              7.56,                 0
    146,8/12/2012, 15:24:59,              7.70,                 0
    147,8/12/2012, 15:25:29,              7.75,                 0
    148,8/12/2012, 15:25:59,              7.70,                 0
    149,8/12/2012, 15:26:29,              7.70,                 0
    150,8/12/2012, 15:26:59,              7.70,                 0
    151,8/12/2012, 15:27:29,              7.84,                 1
    152,8/12/2012, 15:27:59,              7.80,                 0
    153,8/12/2012, 15:28:29,              7.80,                 0
    154,8/12/2012, 15:28:59,              7.75,                 0
    155,8/12/2012, 15:29:29,              8.17,                 1
    156,8/12/2012, 15:29:59,              9.16,                 0
    157,8/12/2012, 15:30:29,              7.98,                 0
    158,8/12/2012, 15:30:59,              7.66,                 0
    159,8/12/2012, 15:31:29,              7.61,                 0
    160,8/12/2012, 15:31:59,              7.80,                 1
    161,8/12/2012, 15:32:29,              7.94,                 1
    162,8/12/2012, 15:32:59,              8.50,                 1
    163,8/12/2012, 15:33:29,              9.34,                 1
    164,8/12/2012, 15:33:59,              9.72,                 1
    165,8/12/2012, 15:34:29,              9.95,                 1
    166,8/12/2012, 15:34:59,              9.95,                 1
    167,8/12/2012, 15:35:29,             10.00,                 1
    168,8/12/2012, 15:35:59,             10.00,                 1
    169,8/12/2012, 15:36:29,             10.05,                 1
    170,8/12/2012, 15:36:59,             10.00,                 1
    171,8/12/2012, 15:37:29,              9.95,                 1
    172,8/12/2012, 15:37:59,              8.88,                 0
    173,8/12/2012, 15:38:29,              7.70,                 0
    174,8/12/2012, 15:38:59,              7.94,                 1
    175,8/12/2012, 15:39:29,              8.41,                 1
    176,8/12/2012, 15:39:59,              7.84,                 0
    177,8/12/2012, 15:40:29,              8.27,                 1
    178,8/12/2012, 15:40:59,              8.08,                 0
    179,8/12/2012, 15:41:29,              7.80,                 1
    180,8/12/2012, 15:41:59,              8.17,                 1
    181,8/12/2012, 15:42:29,              8.64,                 1
    182,8/12/2012, 15:42:59,              8.31,                 0
    183,8/12/2012, 15:43:29,              8.41,                 1
    184,8/12/2012, 15:43:59,              8.08,                 0
    185,8/12/2012, 15:44:29,              7.70,                 0
    186,8/12/2012, 15:44:59,              7.80,                 0
    187,8/12/2012, 15:45:29,              7.70,                 0
    188,8/12/2012, 15:45:59,              7.61,                 0
    189,8/12/2012, 15:46:29,              7.80,                 0
    190,8/12/2012, 15:46:59,              7.66,                 0
    191,8/12/2012, 15:47:29,              7.80,                 0
    192,8/12/2012, 15:47:59,              7.70,                 0
    193,8/12/2012, 15:48:29,              7.61,                 0
    194,8/12/2012, 15:48:59,              7.89,                 0
    195,8/12/2012, 15:49:29,              7.66,                 0
    196,8/12/2012, 15:49:59,              7.89,                 0
    197,8/12/2012, 15:50:29,              7.70,                 0
    198,8/12/2012, 15:50:59,              7.75,                 0
    199,8/12/2012, 15:51:29,              7.80,                 0
    200,8/12/2012, 15:51:59,              7.66,                 0
    201,8/12/2012, 15:52:29,              7.94,                 0
    202,8/12/2012, 15:52:59,              7.70,                 0
    203,8/12/2012, 15:53:29,              7.75,                 0
    204,8/12/2012, 15:53:59,              7.75,                 0
    205,8/12/2012, 15:54:29,              7.70,                 0
    206,8/12/2012, 15:54:59,              7.94,                 0
    207,8/12/2012, 15:55:29,              7.80,                 0
    208,8/12/2012, 15:55:59,              7.66,                 0
    209,8/12/2012, 15:56:29,              7.89,                 0
    210,8/12/2012, 15:56:59,              7.70,                 0
    211,8/12/2012, 15:57:29,              7.80,                 0
    212,8/12/2012, 15:57:59,              7.75,                 0
    213,8/12/2012, 15:58:29,              7.66,                 0
    214,8/12/2012, 15:58:59,              7.94,                 0
    215,8/12/2012, 15:59:29,              7.89,                 0
    216,8/12/2012, 15:59:59,              7.66,                 0
    217,8/12/2012, 16:00:29,              7.80,                 0
    218,8/12/2012, 16:00:59,              7.66,                 0
    219,8/12/2012, 16:01:29,              7.89,                 0
    220,8/12/2012, 16:01:59,              8.08,                 0
    221,8/12/2012, 16:02:29,              8.03,                 0
    222,8/12/2012, 16:02:59,              7.70,                 0
    223,8/12/2012, 16:03:29,              7.89,                 0
    224,8/12/2012, 16:03:59,              7.98,                 0
    225,8/12/2012, 16:04:29,              7.70,                 0
    226,8/12/2012, 16:04:59,              7.84,                 0
    227,8/12/2012, 16:05:29,              8.08,                 0
    228,8/12/2012, 16:05:59,              7.98,                 0
    229,8/12/2012, 16:06:29,              8.08,                 0
    230,8/12/2012, 16:06:59,              8.03,                 0
    231,8/12/2012, 16:07:29,              8.17,                 0
    232,8/12/2012, 16:07:59,              8.13,                 0
    233,8/12/2012, 16:08:29,              8.08,                 0
    234,8/12/2012, 16:08:59,              8.13,                 0
    235,8/12/2012, 16:09:29,              8.13,                 0
    236,8/12/2012, 16:09:59,              8.08,                 0
    237,8/12/2012, 16:10:29,              8.13,                 0
    238,8/12/2012, 16:10:59,              8.13,                 0
    239,8/12/2012, 16:11:29,              8.22,                 0
    240,8/12/2012, 16:11:59,              8.22,                 0
    241,8/12/2012, 16:12:29,              8.22,                 0
    242,8/12/2012, 16:12:59,              8.22,                 0
    243,8/12/2012, 16:13:29,              8.22,                 0
    244,8/12/2012, 16:13:59,              8.17,                 0
    245,8/12/2012, 16:14:29,              8.08,                 0
    246,8/12/2012, 16:14:59,              7.70,                 0
    247,8/12/2012, 16:15:29,              7.94,                 0
    248,8/12/2012, 16:15:59,              7.75,                 0
    249,8/12/2012, 16:16:29,              7.75,                 0
    250,8/12/2012, 16:16:59,              7.80,                 0
    251,8/12/2012, 16:17:29,              7.66,                 0
    252,8/12/2012, 16:17:59,              7.80,                 0
    253,8/12/2012, 16:18:29,              7.66,                 0
    254,8/12/2012, 16:18:59,              7.80,                 0
    255,8/12/2012, 16:19:29,              7.70,                 0
    256,8/12/2012, 16:19:59,              7.70,                 0
    257,8/12/2012, 16:20:29,              7.80,                 0
    258,8/12/2012, 16:20:59,              7.66,                 0
    259,8/12/2012, 16:21:29,              7.89,                 0
    260,8/12/2012, 16:21:59,              7.70,                 0
    261,8/12/2012, 16:22:29,              7.84,                 0
    262,8/12/2012, 16:22:59,              7.75,                 0
    263,8/12/2012, 16:23:29,              7.66,                 0
    264,8/12/2012, 16:23:59,              7.94,                 0
    265,8/12/2012, 16:24:29,              8.17,                 1
    266,8/12/2012, 16:24:59,              7.47,                 1
    267,8/12/2012, 16:25:29,              7.19,                 1
    268,8/12/2012, 16:25:59,              7.09,                 1
    269,8/12/2012, 16:26:29,              7.14,                 1
    270,8/12/2012, 16:26:59,              7.47,                 1
    271,8/12/2012, 16:27:29,              7.61,                 1
    272,8/12/2012, 16:27:59,              7.66,                 1
    273,8/12/2012, 16:28:29,              7.61,                 1
    274,8/12/2012, 16:28:59,              7.66,                 1
    275,8/12/2012, 16:29:29,              7.66,                 1
    276,8/12/2012, 16:29:59,              7.70,                 1
    277,8/12/2012, 16:30:29,              7.70,                 1
    278,8/12/2012, 16:30:59,              7.61,                 1
    279,8/12/2012, 16:31:29,              7.80,                 0
    280,8/12/2012, 16:31:59,              7.80,                 0
    281,8/12/2012, 16:32:29,              7.70,                 0
    282,8/12/2012, 16:32:59,              7.70,                 0
    283,8/12/2012, 16:33:29,              8.13,                 0
    284,8/12/2012, 16:33:59,              7.98,                 0
    285,8/12/2012, 16:34:29,              8.22,                 1
    286,8/12/2012, 16:34:59,              8.50,                 1
    287,8/12/2012, 16:35:29,             10.66,                 1
    288,8/12/2012, 16:35:59,             11.97,                 1
    289,8/12/2012, 16:36:29,             11.97,                 1
    290,8/12/2012, 16:36:59,             11.97,                 1
    291,8/12/2012, 16:37:29,             11.97,                 1
    292,8/12/2012, 16:37:59,             11.97,                 1
    293,8/12/2012, 16:38:29,             11.97,                 1
    294,8/12/2012, 16:38:59,             11.97,                 1
    295,8/12/2012, 16:39:29,             11.97,                 1
    296,8/12/2012, 16:39:59,             11.97,                 1
    297,8/12/2012, 16:40:29,             11.97,                 1
    298,8/12/2012, 16:40:59,             11.97,                 1
    299,8/12/2012, 16:41:29,             11.97,                 1
    300,8/12/2012, 16:41:59,             11.97,                 1
    301,8/12/2012, 16:42:29,             11.97,                 1
    302,8/12/2012, 16:42:59,             11.97,                 1
    303,8/12/2012, 16:43:29,             11.97,                 1
    304,8/12/2012, 16:43:59,             11.97,                 1
    305,8/12/2012, 16:44:29,             11.97,                 1
    306,8/12/2012, 16:44:59,             11.97,                 1
    307,8/12/2012, 16:45:29,             11.97,                 1
    308,8/12/2012, 16:45:59,             11.97,                 1
    309,8/12/2012, 16:46:29,             11.97,                 1
    310,8/12/2012, 16:46:59,             11.97,                 1
    311,8/12/2012, 16:47:29,             11.97,                 1
    312,8/12/2012, 16:47:59,             11.97,                 1
    313,8/12/2012, 16:48:29,             11.97,                 1
    314,8/12/2012, 16:48:59,             11.97,                 1
    315,8/12/2012, 16:49:29,             11.97,                 1
    316,8/12/2012, 16:49:59,             11.97,                 1
    317,8/12/2012, 16:50:29,             11.97,                 1
    318,8/12/2012, 16:50:59,             11.97,                 1
    319,8/12/2012, 16:51:29,             11.97,                 1
    320,8/12/2012, 16:51:59,             11.97,                 1
    321,8/12/2012, 16:52:29,             11.97,                 1
    322,8/12/2012, 16:52:59,             11.97,                 1
    323,8/12/2012, 16:53:29,             11.97,                 1
    324,8/12/2012, 16:53:59,             11.97,                 1
    325,8/12/2012, 16:54:29,             11.97,                 1
    326,8/12/2012, 16:54:59,             11.97,                 1
    327,8/12/2012, 16:55:29,             11.97,                 1
    328,8/12/2012, 16:55:59,             11.97,                 1
    329,8/12/2012, 16:56:29,             11.97,                 1
    330,8/12/2012, 16:56:59,             11.97,                 1
    331,8/12/2012, 16:57:29,             11.97,                 1
    332,8/12/2012, 16:57:59,             11.97,                 1
    333,8/12/2012, 16:58:29,             11.97,                 1
    334,8/12/2012, 16:58:59,             11.97,                 1
    335,8/12/2012, 16:59:29,             11.97,                 1
    336,8/12/2012, 16:59:59,             11.97,                 1
    337,8/12/2012, 17:00:29,             11.97,                 1
    338,8/12/2012, 17:00:59,             11.97,                 1
    339,8/12/2012, 17:01:29,             11.97,                 1
    340,8/12/2012, 17:01:59,             11.97,                 1
    341,8/12/2012, 17:02:29,             11.97,                 1
    342,8/12/2012, 17:02:59,             11.97,                 1
    343,8/12/2012, 17:03:29,             11.97,                 1
    344,8/12/2012, 17:03:59,             11.97,                 1
    345,8/12/2012, 17:04:29,             11.97,                 1
    346,8/12/2012, 17:04:59,             11.97,                 1
    347,8/12/2012, 17:05:29,             11.97,                 1
    348,8/12/2012, 17:05:59,             11.97,                 1
    349,8/12/2012, 17:06:29,             11.97,                 1
    350,8/12/2012, 17:06:59,             11.97,                 1
    351,8/12/2012, 17:07:29,             11.97,                 1
    352,8/12/2012, 17:07:59,             11.97,                 1
    353,8/12/2012, 17:08:29,             11.97,                 1
    354,8/12/2012, 17:08:59,             11.97,                 1
    355,8/12/2012, 17:09:29,             11.97,                 1
    356,8/12/2012, 17:09:59,             11.97,                 1
    357,8/12/2012, 17:10:29,             11.97,                 1
    358,8/12/2012, 17:10:59,             11.97,                 1
    359,8/12/2012, 17:11:29,             11.97,                 1
    360,8/12/2012, 17:11:59,             11.97,                 1
    361,8/12/2012, 17:12:29,             11.97,                 1
    362,8/12/2012, 17:12:59,             11.97,                 1
    363,8/12/2012, 17:13:29,             11.97,                 1
    364,8/12/2012, 17:13:59,             11.97,                 1
    365,8/12/2012, 17:14:29,             11.97,                 1
    366,8/12/2012, 17:14:59,             11.97,                 1
    367,8/12/2012, 17:15:29,             11.97,                 1
    368,8/12/2012, 17:15:59,             11.97,                 1
    369,8/12/2012, 17:16:29,             11.97,                 1
    370,8/12/2012, 17:16:59,             11.97,                 1
    371,8/12/2012, 17:17:29,             11.97,                 1
    372,8/12/2012, 17:17:59,             11.97,                 1
    373,8/12/2012, 17:18:29,             11.97,                 1
    374,8/12/2012, 17:18:59,             11.97,                 1
    375,8/12/2012, 17:19:29,             11.97,                 1
    376,8/12/2012, 17:19:59,             11.97,                 1
    377,8/12/2012, 17:20:29,             11.97,                 1
    378,8/12/2012, 17:20:59,             11.97,                 1
    379,8/12/2012, 17:21:29,             11.97,                 1
    380,8/12/2012, 17:21:59,             11.97,                 1
    381,8/12/2012, 17:22:29,             11.97,                 1
    382,8/12/2012, 17:22:59,             11.97,                 1
    383,8/12/2012, 17:23:29,             11.97,                 1
    384,8/12/2012, 17:23:59,             11.97,                 1
    385,8/12/2012, 17:24:29,             11.97,                 1
    386,8/12/2012, 17:24:59,             11.97,                 1
    387,8/12/2012, 17:25:29,             11.97,                 1
    388,8/12/2012, 17:25:59,             11.97,                 1
    389,8/12/2012, 17:26:29,             11.97,                 1
    390,8/12/2012, 17:26:59,             11.97,                 1
    391,8/12/2012, 17:27:29,             11.97,                 1
    392,8/12/2012, 17:27:59,             11.97,                 1
    393,8/12/2012, 17:28:29,             11.97,                 1
    394,8/12/2012, 17:28:59,             11.97,                 1
    395,8/12/2012, 17:29:29,             11.97,                 1
    396,8/12/2012, 17:29:59,             11.97,                 1
    397,8/12/2012, 17:30:29,             11.97,                 1
    398,8/12/2012, 17:30:59,             11.97,                 1
    399,8/12/2012, 17:31:29,             11.97,                 1
    400,8/12/2012, 17:31:59,             11.97,                 1
    401,8/12/2012, 17:32:29,             11.97,                 1
    402,8/12/2012, 17:32:59,             11.97,                 1
    403,8/12/2012, 17:33:29,             11.97,                 1
    404,8/12/2012, 17:33:59,             11.97,                 1
    405,8/12/2012, 17:34:29,             11.97,                 1
    406,8/12/2012, 17:34:59,             11.97,                 1
    407,8/12/2012, 17:35:29,             11.97,                 1
    408,8/12/2012, 17:35:59,             11.97,                 1
    409,8/12/2012, 17:36:29,             11.97,                 1
    410,8/12/2012, 17:36:59,             11.97,                 1
    411,8/12/2012, 17:37:29,             11.97,                 1
    412,8/12/2012, 17:37:59,             11.97,                 1
    413,8/12/2012, 17:38:29,             11.97,                 1
    414,8/12/2012, 17:38:59,             11.97,                 1
    415,8/12/2012, 17:39:29,             11.97,                 1
    416,8/12/2012, 17:39:59,             11.17,                 1
    417,8/12/2012, 17:40:29,             10.84,                 1
    418,8/12/2012, 17:40:59,             10.70,                 1
    419,8/12/2012, 17:41:29,             10.66,                 1
    420,8/12/2012, 17:41:59,             10.80,                 1
    421,8/12/2012, 17:42:29,             10.80,                 1
    422,8/12/2012, 17:42:59,             10.80,                 1
    423,8/12/2012, 17:43:29,             10.89,                 1
    424,8/12/2012, 17:43:59,             10.84,                 1
    425,8/12/2012, 17:44:29,              8.36,                 0
    426,8/12/2012, 17:44:59,              7.84,                 1
    427,8/12/2012, 17:45:29,              8.73,                 1
    428,8/12/2012, 17:45:59,              7.94,                 0
    429,8/12/2012, 17:46:29,              7.42,                 0
    430,8/12/2012, 17:46:59,              7.52,                 0
    431,8/12/2012, 17:47:29,              7.28,                 0
    432,8/12/2012, 17:47:59,              7.52,                 0
    433,8/12/2012, 17:48:29,              7.28,                 0
    434,8/12/2012, 17:48:59,              7.38,                 0
    435,8/12/2012, 17:49:29,              7.28,                 0
    436,8/12/2012, 17:49:59,              7.56,                 0
    437,8/12/2012, 17:50:29,              7.33,                 0
    438,8/12/2012, 17:50:59,              7.47,                 0
    439,8/12/2012, 17:51:29,              7.28,                 0
    440,8/12/2012, 17:51:59,              7.42,                 0
    441,8/12/2012, 17:52:29,              7.52,                 0
    442,8/12/2012, 17:52:59,              7.28,                 0
    443,8/12/2012, 17:53:29,              7.56,                 0
    444,8/12/2012, 17:53:59,              7.33,                 0
    445,8/12/2012, 17:54:29,              7.52,                 0
    446,8/12/2012, 17:54:59,              7.33,                 0
    447,8/12/2012, 17:55:29,              7.52,                 0
    448,8/12/2012, 17:55:59,              7.38,                 0
    449,8/12/2012, 17:56:29,              7.47,                 0
    450,8/12/2012, 17:56:59,              7.33,                 0
    451,8/12/2012, 17:57:29,              7.38,                 0
    452,8/12/2012, 17:57:59,              7.38,                 0
    453,8/12/2012, 17:58:29,              7.28,                 0
    454,8/12/2012, 17:58:59,              7.38,                 0
    455,8/12/2012, 17:59:29,              7.28,                 0
    456,8/12/2012, 17:59:59,              7.42,                 0
    457,8/12/2012, 18:00:29,              7.28,                 0
    458,8/12/2012, 18:00:59,              7.56,                 0
    459,8/12/2012, 18:01:29,              7.28,                 0
    460,8/12/2012, 18:01:59,              7.52,                 0
    461,8/12/2012, 18:02:29,              7.38,                 0
    462,8/12/2012, 18:02:59,              7.38,                 0
    463,8/12/2012, 18:03:29,              7.33,                 0
    464,8/12/2012, 18:03:59,              7.52,                 0
    465,8/12/2012, 18:04:29,              7.33,                 0
    466,8/12/2012, 18:04:59,              7.42,                 0
    467,8/12/2012, 18:05:29,              7.33,                 0
    468,8/12/2012, 18:05:59,              7.66,                 0
    469,8/12/2012, 18:06:29,              7.84,                 0
    470,8/12/2012, 18:06:59,              7.94,                 1
    471,8/12/2012, 18:07:29,              7.47,                 1
    472,8/12/2012, 18:07:59,              7.23,                 1
    473,8/12/2012, 18:08:29,              7.14,                 1
    474,8/12/2012, 18:08:59,              7.14,                 1
    475,8/12/2012, 18:09:29,              7.14,                 1
    476,8/12/2012, 18:09:59,              7.19,                 1
    477,8/12/2012, 18:10:29,              7.23,                 1
    478,8/12/2012, 18:10:59,              7.61,                 1
    479,8/12/2012, 18:11:29,              8.08,                 0
    480,8/12/2012, 18:11:59,              7.75,                 0
    481,8/12/2012, 18:12:29,              7.80,                 1
    482,8/12/2012, 18:12:59,              8.50,                 1
    483,8/12/2012, 18:13:29,              8.92,                 1
    484,8/12/2012, 18:13:59,             10.70,                 1
    485,8/12/2012, 18:14:29,             11.97,                 1
    486,8/12/2012, 18:14:59,             11.97,                 1
    487,8/12/2012, 18:15:29,             11.97,                 1
    488,8/12/2012, 18:15:59,             11.97,                 1
    489,8/12/2012, 18:16:29,             11.97,                 1
    490,8/12/2012, 18:16:59,             11.97,                 1
    491,8/12/2012, 18:17:29,             11.97,                 1
    492,8/12/2012, 18:17:59,             11.97,                 1
    493,8/12/2012, 18:18:29,             11.97,                 1
    494,8/12/2012, 18:18:59,             11.97,                 1
    495,8/12/2012, 18:19:29,             11.97,                 1
    496,8/12/2012, 18:19:59,             11.97,                 1
    497,8/12/2012, 18:20:29,             11.97,                 1
    498,8/12/2012, 18:20:59,             11.97,                 1
    499,8/12/2012, 18:21:29,             11.97,                 1
    500,8/12/2012, 18:21:59,             11.97,                 1
    501,8/12/2012, 18:22:29,             11.97,                 1
    502,8/12/2012, 18:22:59,             11.97,                 1
    503,8/12/2012, 18:23:29,             11.97,                 1
    504,8/12/2012, 18:23:59,             11.97,                 1
    505,8/12/2012, 18:24:29,             11.97,                 1
    506,8/12/2012, 18:24:59,             11.97,                 1
    507,8/12/2012, 18:25:29,             11.97,                 1
    508,8/12/2012, 18:25:59,             11.97,                 1
    509,8/12/2012, 18:26:29,             11.97,                 1
    510,8/12/2012, 18:26:59,             11.97,                 1
    511,8/12/2012, 18:27:29,             11.97,                 1
    512,8/12/2012, 18:27:59,             11.97,                 1
    513,8/12/2012, 18:28:29,             11.97,                 1
    514,8/12/2012, 18:28:59,             11.97,                 1
    515,8/12/2012, 18:29:29,             11.97,                 1
    516,8/12/2012, 18:29:59,             11.97,                 1
    517,8/12/2012, 18:30:29,             11.97,                 1
    518,8/12/2012, 18:30:59,             11.97,                 1
    519,8/12/2012, 18:31:29,             11.97,                 1
    520,8/12/2012, 18:31:59,             11.97,                 0
    521,8/12/2012, 18:32:29,             11.78,                 0
    522,8/12/2012, 18:32:59,              8.59,                 0
    523,8/12/2012, 18:33:29,              7.84,                 0
    524,8/12/2012, 18:33:59,              8.27,                 0
    525,8/12/2012, 18:34:29,             10.56,                 0
    526,8/12/2012, 18:34:59,             11.97,                 0
    527,8/12/2012, 18:35:29,             11.97,                 0
    528,8/12/2012, 18:35:59,             11.97,                 0
    529,8/12/2012, 18:36:29,             11.97,                 0
    530,8/12/2012, 18:36:59,             11.97,                 0
    531,8/12/2012, 18:37:29,             11.97,                 0
    532,8/12/2012, 18:37:59,             11.97,                 1
    533,8/12/2012, 18:38:29,             11.97,                 1
    534,8/12/2012, 18:38:59,             11.97,                 1
    535,8/12/2012, 18:39:29,             11.97,                 1
