GMT Time Correction = -28800
Lg10 (Conditional) Log:
Rec #,Date ,Time,  Pressure [dBars],       IntTemp [C]
   6007,8/16/2012, 04:03:19,             -0.36,             10.23
   6008,8/16/2012, 04:03:39,             -0.31,             10.23
   6009,8/16/2012, 04:03:59,             -0.38,             10.23
   6010,8/16/2012, 04:04:19,             -0.26,             10.23
   6011,8/16/2012, 04:04:39,             -0.31,             10.23
   6012,8/16/2012, 04:04:59,             -0.38,             10.23
   6013,8/16/2012, 04:05:19,             -0.36,             10.29
   6014,8/16/2012, 04:05:39,             -0.31,             10.41
   6015,8/16/2012, 04:05:59,             -0.33,             10.47
   6016,8/16/2012, 04:06:19,             -0.31,             10.76
   6017,8/16/2012, 04:06:39,             -0.31,             11.87
   6018,8/16/2012, 04:06:59,             -0.23,             13.57
   6019,8/16/2012, 04:07:19,             -0.28,             14.92
   6020,8/16/2012, 04:07:39,             -0.26,             14.92
   6021,8/16/2012, 04:07:59,             -0.28,             14.92
   6022,8/16/2012, 04:08:19,             -0.28,             14.92
   6023,8/16/2012, 04:08:39,             -0.28,             14.92
   6024,8/16/2012, 04:08:59,             -0.28,             14.92
   6025,8/16/2012, 04:09:19,             -0.31,             14.92
   6026,8/16/2012, 04:09:39,             -0.33,             14.92
   6027,8/16/2012, 04:09:59,             -0.36,             14.92
   6028,8/16/2012, 04:10:19,             -0.33,             14.92
   6029,8/16/2012, 04:10:39,             -0.38,             14.92
   6030,8/16/2012, 04:10:59,             -0.36,             14.92
   6031,8/16/2012, 04:11:19,             -0.33,             14.92
   6032,8/16/2012, 04:11:39,             -0.36,             14.92
   6033,8/16/2012, 04:11:59,             -0.28,             14.92
   6034,8/16/2012, 04:12:19,             -0.36,             14.92
   6035,8/16/2012, 04:12:39,             -0.36,             14.92
   6036,8/16/2012, 04:12:59,             -0.36,             14.92
   6037,8/16/2012, 04:13:19,             -0.31,             14.92
   6038,8/16/2012, 04:13:39,             -0.36,             14.92
   6039,8/16/2012, 04:13:59,             -0.31,             14.92
   6040,8/16/2012, 04:14:19,             -0.33,             14.92
   6041,8/16/2012, 04:14:39,             -0.36,             14.92
   6042,8/16/2012, 04:14:59,             -0.23,             14.92
   6043,8/16/2012, 04:15:19,             -0.31,             14.92
   6044,8/16/2012, 04:15:39,             -0.31,             14.92
   6045,8/16/2012, 04:15:59,             -0.28,             14.92
   6046,8/16/2012, 04:16:19,             -0.33,             14.92
   6047,8/16/2012, 04:16:39,             -0.36,             14.92
   6048,8/16/2012, 04:16:59,             -0.33,             14.92
   6049,8/16/2012, 04:17:19,             -0.33,             14.92
   6050,8/16/2012, 04:17:39,             -0.36,             14.92
   6051,8/16/2012, 04:17:59,             -0.38,             14.92
   6052,8/16/2012, 04:18:19,             -0.33,             14.92
   6053,8/16/2012, 04:18:39,             -0.33,             14.92
   6054,8/16/2012, 04:18:59,             -0.33,             14.92
   6055,8/16/2012, 04:19:19,             -0.33,             14.92
   6056,8/16/2012, 04:19:39,             -0.28,             14.92
   6057,8/16/2012, 04:19:59,             -0.33,             14.92
   6058,8/16/2012, 04:20:19,             -0.31,             14.92
   6059,8/16/2012, 04:20:39,             -0.41,             14.92
   6060,8/16/2012, 04:20:59,             -0.31,             14.92
   6061,8/16/2012, 04:21:19,             -0.36,             14.92
   6062,8/16/2012, 04:21:39,             -0.36,             14.92
   6063,8/16/2012, 04:21:59,             -0.36,             14.92
   6064,8/16/2012, 04:22:19,             -0.33,             14.92
   6065,8/16/2012, 04:22:39,             -0.33,             14.92
   6066,8/16/2012, 04:22:59,             -0.31,             14.92
   6067,8/16/2012, 04:23:19,             -0.33,             14.92
   6068,8/16/2012, 04:23:39,             -0.36,             14.92
   6069,8/16/2012, 04:23:59,             -0.41,             14.92
   6070,8/16/2012, 04:24:19,             -0.33,             14.92
   6071,8/16/2012, 04:24:39,             -0.41,             14.92
   6072,8/16/2012, 04:36:59,             -0.36,             14.92
   6073,8/16/2012, 04:37:19,             -0.33,             14.92
   6074,8/16/2012, 04:37:39,             -0.36,             14.92
   6075,8/16/2012, 04:48:59,             -0.36,             14.92
   6076,8/16/2012, 04:49:19,             -0.33,             14.92
   6077,8/16/2012, 04:49:39,             -0.33,             14.92
   6078,8/16/2012, 04:49:59,             -0.38,             14.92
   6079,8/16/2012, 04:50:19,             -0.36,             14.92
   6080,8/16/2012, 04:50:39,             -0.33,             14.92
   6081,8/16/2012, 04:50:59,             -0.31,             14.92
   6082,8/16/2012, 04:51:19,             -0.33,             14.92
   6083,8/16/2012, 04:51:39,             -0.33,             14.92
   6084,8/16/2012, 04:51:59,             -0.38,             14.92
   6085,8/16/2012, 04:52:19,             -0.38,             14.92
   6086,8/16/2012, 04:52:39,             -0.31,             14.92
   6087,8/16/2012, 04:52:59,             -0.33,             14.92
   6088,8/16/2012, 04:53:19,             -0.33,             14.92
   6089,8/16/2012, 04:53:39,             -0.33,             14.92
   6090,8/16/2012, 04:53:59,             -0.41,             14.92
   6091,8/16/2012, 04:54:19,             -0.36,             14.92
   6092,8/16/2012, 04:54:39,             -0.38,             14.92
   6093,8/16/2012, 04:54:59,             -0.31,             14.92
   6094,8/16/2012, 04:55:19,             -0.41,             14.92
   6095,8/16/2012, 04:55:39,             -0.36,             14.92
   6096,8/16/2012, 04:55:59,             -0.31,             14.92
   6097,8/16/2012, 04:56:19,             -0.31,             14.92
   6098,8/16/2012, 04:56:39,             -0.36,             14.92
   6099,8/16/2012, 04:56:59,             -0.36,             14.92
   6100,8/16/2012, 04:57:19,             -0.36,             14.92
   6101,8/16/2012, 04:57:39,             -0.33,             14.92
   6102,8/16/2012, 04:57:59,             -0.38,             14.92
   6103,8/16/2012, 04:58:19,             -0.33,             14.92
   6104,8/16/2012, 04:58:39,             -0.36,             14.92
   6105,8/16/2012, 04:58:59,             -0.31,             14.92
   6106,8/16/2012, 04:59:19,             -0.33,             14.92
   6107,8/16/2012, 04:59:39,             -0.38,             14.92
   6108,8/16/2012, 04:59:59,             -0.38,             14.92
   6109,8/16/2012, 05:00:19,             -0.38,             14.92
   6110,8/16/2012, 05:11:59,             -0.36,             14.92
   6111,8/16/2012, 05:12:19,             -0.33,             14.92
   6112,8/16/2012, 05:12:39,             -0.33,             14.92
   6113,8/16/2012, 05:12:59,             -0.36,             14.92
   6114,8/16/2012, 05:13:19,             -0.36,             14.92
   6115,8/16/2012, 05:13:39,             -0.33,             14.92
   6116,8/16/2012, 05:13:59,             -0.36,             14.92
   6117,8/16/2012, 05:14:19,             -0.36,             14.92
   6118,8/16/2012, 05:14:39,             -0.38,             14.92
   6119,8/16/2012, 05:14:59,             -0.38,             14.92
   6120,8/16/2012, 05:15:19,             -0.33,             14.92
   6121,8/16/2012, 05:15:39,             -0.36,             14.92
   6122,8/16/2012, 05:15:59,             -0.33,             14.92
   6123,8/16/2012, 05:16:19,             -0.31,             14.92
   6124,8/16/2012, 05:17:39,             -0.38,             14.92
   6125,8/16/2012, 05:17:59,             -0.41,             14.92
   6126,8/16/2012, 05:18:19,             -0.38,             14.92
   6127,8/16/2012, 05:18:39,             -0.38,             14.92
   6128,8/16/2012, 05:32:39,             -0.23,             14.92
   6129,8/16/2012, 05:33:39,             -0.31,             14.92
   6130,8/16/2012, 05:33:59,             -0.36,             14.92
   6131,8/16/2012, 05:34:19,             -0.33,             14.92
   6132,8/16/2012, 05:34:39,             -0.33,             14.92
   6133,8/16/2012, 05:34:59,             -0.33,             14.92
   6134,8/16/2012, 05:35:19,             -0.36,             14.92
   6135,8/16/2012, 05:35:39,             -0.36,             14.92
   6136,8/16/2012, 05:35:59,             -0.31,             14.92
   6137,8/16/2012, 05:36:19,             -0.36,             14.92
   6138,8/16/2012, 05:36:39,             -0.38,             14.92
   6139,8/16/2012, 05:36:59,             -0.33,             14.92
   6140,8/16/2012, 05:37:19,             -0.38,             14.92
   6141,8/16/2012, 05:37:39,             -0.38,             14.92
   6142,8/16/2012, 05:37:59,             -0.36,             14.92
   6143,8/16/2012, 05:38:19,             -0.33,             14.92
   6144,8/16/2012, 05:38:39,             -0.36,             14.92
   6145,8/16/2012, 05:38:59,             -0.28,             13.75
   6146,8/16/2012, 05:39:19,             -0.28,             13.93
   6147,8/16/2012, 05:39:39,             -0.21,             14.86
   6148,8/16/2012, 05:39:59,             -0.31,             14.92
   6149,8/16/2012, 05:40:19,             -0.23,             14.92
   6150,8/16/2012, 05:40:39,             -0.31,             13.40
   6151,8/16/2012, 05:40:59,             -0.28,             11.58
   6152,8/16/2012, 05:41:19,             -0.26,             10.94
   6153,8/16/2012, 05:41:39,             -0.33,             10.35
   6154,8/16/2012, 05:41:59,             -0.36,             10.12
   6155,8/16/2012, 05:42:19,             -0.28,             10.06
   6156,8/16/2012, 05:42:39,             -0.26,             10.06
   6157,8/16/2012, 05:42:59,             -0.31,             10.00
   6158,8/16/2012, 05:43:19,             -0.28,             10.00
   6159,8/16/2012, 05:43:39,             -0.28,             10.00
   6160,8/16/2012, 05:43:59,             -0.31,             10.00
   6161,8/16/2012, 05:44:19,             -0.33,             10.00
   6162,8/16/2012, 05:44:39,             -0.31,             10.00
   6163,8/16/2012, 05:44:59,             -0.38,             10.00
   6164,8/16/2012, 05:45:19,             -0.33,             10.00
   6165,8/16/2012, 05:45:39,             -0.26,             10.06
   6166,8/16/2012, 05:45:59,             -0.33,             10.23
   6167,8/16/2012, 05:46:19,             -0.31,             11.29
   6168,8/16/2012, 05:46:39,             -0.33,             12.99
   6169,8/16/2012, 05:46:59,             -0.28,             14.75
   6170,8/16/2012, 05:47:19,             -0.33,             14.92
   6171,8/16/2012, 05:47:39,             -0.38,             14.92
   6172,8/16/2012, 05:47:59,             -0.31,             14.92
   6173,8/16/2012, 05:48:19,             -0.31,             14.92
   6174,8/16/2012, 05:48:39,             -0.33,             14.92
   6175,8/16/2012, 05:48:59,             -0.33,             14.92
   6176,8/16/2012, 05:49:19,             -0.31,             14.92
   6177,8/16/2012, 05:49:39,             -0.28,             12.40
   6178,8/16/2012, 05:49:59,             -0.36,             10.82
   6179,8/16/2012, 05:50:19,             -0.26,             10.29
   6180,8/16/2012, 05:50:39,             -0.31,             10.18
   6181,8/16/2012, 05:50:59,             -0.28,             10.23
   6182,8/16/2012, 05:51:19,             -0.31,             10.12
   6183,8/16/2012, 05:51:39,             -0.31,             10.12
   6184,8/16/2012, 05:51:59,             -0.33,             10.29
   6185,8/16/2012, 05:52:19,             -0.23,             11.70
   6186,8/16/2012, 05:52:39,             -0.23,             13.22
   6187,8/16/2012, 05:52:59,             -0.33,             14.69
   6188,8/16/2012, 05:53:19,             -0.31,             14.92
   6189,8/16/2012, 05:53:39,             -0.31,             14.92
   6190,8/16/2012, 05:53:59,             -0.26,             14.92
   6191,8/16/2012, 05:54:19,             -0.28,             14.92
   6192,8/16/2012, 06:01:39,             -0.28,              9.00
   6193,8/16/2012, 06:01:59,             -0.31,              8.83
   6194,8/16/2012, 06:02:19,             -0.36,             10.29
   6195,8/16/2012, 06:06:59,             -0.41,             14.92
   6196,8/16/2012, 06:07:19,             -0.36,             14.92
   6197,8/16/2012, 06:07:39,             -0.33,             14.92
   6198,8/16/2012, 06:07:59,             -0.36,             14.92
   6199,8/16/2012, 06:08:19,             -0.33,             14.92
   6200,8/16/2012, 06:08:39,             -0.36,             14.92
   6201,8/16/2012, 06:15:39,             -0.18,             14.92
   6202,8/16/2012, 06:16:19,             -0.31,              8.01
   6203,8/16/2012, 06:16:39,             -0.31,              8.01
   6204,8/16/2012, 06:16:59,             -0.33,              9.65
   6205,8/16/2012, 06:17:19,             -0.38,             11.58
   6206,8/16/2012, 06:17:39,             -0.31,             13.34
   6207,8/16/2012, 06:17:59,             -0.26,             14.80
   6208,8/16/2012, 06:18:59,             -0.31,              8.01
   6209,8/16/2012, 06:19:19,             -0.28,              7.83
   6210,8/16/2012, 06:19:39,             -0.33,              9.00
   6211,8/16/2012, 06:19:59,             -0.38,             11.00
   6212,8/16/2012, 06:20:59,             -0.26,              8.01
   6213,8/16/2012, 06:21:19,             -0.33,              9.47
   6214,8/16/2012, 06:21:39,             -0.26,             11.23
   6215,8/16/2012, 06:22:39,             -0.31,              7.25
   6216,8/16/2012, 06:22:59,             -0.28,              7.95
   6217,8/16/2012, 06:23:19,             -0.33,              9.35
   6218,8/16/2012, 06:23:39,             -0.36,              8.18
   6219,8/16/2012, 06:23:59,             -0.31,              8.65
   6220,8/16/2012, 06:25:19,             -0.28,              6.31
   6221,8/16/2012, 06:26:39,             -0.26,              6.84
   6222,8/16/2012, 06:27:59,              0.39,              5.72
   6223,8/16/2012, 06:29:39,             -0.31,              6.37
   6224,8/16/2012, 06:30:39,              0.07,              5.72
   6225,8/16/2012, 06:31:59,             -0.36,              5.72
   6226,8/16/2012, 06:32:19,              0.42,              6.72
   6227,8/16/2012, 06:32:59,             -0.23,              6.89
   6228,8/16/2012, 06:33:19,             -0.23,              7.83
   6229,8/16/2012, 06:33:39,             -0.28,              8.48
   6230,8/16/2012, 06:34:39,             -0.28,              6.13
   6231,8/16/2012, 06:34:59,             -0.31,              7.07
   6232,8/16/2012, 06:35:19,             -0.33,              8.12
   6233,8/16/2012, 06:37:39,             -0.31,              5.61
   6234,8/16/2012, 06:38:59,             -0.26,              5.37
   6235,8/16/2012, 06:39:19,             -0.31,              6.48
   6236,8/16/2012, 06:40:19,             -0.36,              5.43
   6237,8/16/2012, 06:40:39,             -0.28,              6.48
   6238,8/16/2012, 06:40:59,             -0.28,              7.36
   6239,8/16/2012, 06:41:19,             -0.31,              8.42
   6240,8/16/2012, 06:41:39,             -0.36,              8.89
   6241,8/16/2012, 06:42:19,             -0.33,              5.78
   6242,8/16/2012, 06:42:39,             -0.31,              6.66
   6243,8/16/2012, 06:44:39,             -0.26,              5.25
   6244,8/16/2012, 06:44:59,             -0.31,              6.43
   6245,8/16/2012, 06:45:19,             -0.36,              8.01
   6246,8/16/2012, 06:45:39,             -0.36,              9.82
   6247,8/16/2012, 06:45:59,             -0.36,             11.64
   6248,8/16/2012, 06:46:19,             -0.36,             11.46
   6249,8/16/2012, 06:47:19,             -0.28,              5.02
   6250,8/16/2012, 06:47:39,             -0.26,              5.31
   6251,8/16/2012, 06:48:59,             -0.31,              5.02
   6252,8/16/2012, 06:49:19,             -0.31,              5.55
   6253,8/16/2012, 06:49:39,             -0.33,              7.19
   6254,8/16/2012, 06:49:59,             -0.28,              8.94
   6255,8/16/2012, 06:50:19,             -0.36,             10.64
   6256,8/16/2012, 06:51:19,             -0.28,              6.02
   6257,8/16/2012, 06:52:39,             -0.33,              7.13
   6258,8/16/2012, 06:53:19,             -0.31,              5.72
   6259,8/16/2012, 06:53:59,             -0.31,              8.65
   6260,8/16/2012, 06:54:19,             -0.31,              6.19
   6261,8/16/2012, 06:54:39,             -0.28,              6.43
   6262,8/16/2012, 06:54:59,             -0.26,              5.49
   6263,8/16/2012, 06:55:19,             -0.31,              6.84
   6264,8/16/2012, 06:55:39,             -0.33,              5.72
   6265,8/16/2012, 06:56:19,             -0.26,              5.84
   6266,8/16/2012, 06:58:19,             -0.38,              4.73
   6267,8/16/2012, 06:59:39,             -0.33,              4.49
   6268,8/16/2012, 07:00:39,             -0.33,              4.55
   6269,8/16/2012, 07:02:59,             -0.31,              4.49
   6270,8/16/2012, 07:04:19,              0.04,              4.49
   6271,8/16/2012, 07:05:19,             -0.26,              4.55
   6272,8/16/2012, 07:06:39,             -0.33,              4.49
   6273,8/16/2012, 07:07:39,             -0.31,              4.55
   6274,8/16/2012, 07:08:39,             -0.28,              4.55
   6275,8/16/2012, 07:09:39,              0.29,              4.55
   6276,8/16/2012, 07:10:59,             -0.26,              4.49
   6277,8/16/2012, 07:13:39,              0.67,              4.49
   6278,8/16/2012, 07:14:39,             -0.26,              4.55
   6279,8/16/2012, 07:15:39,             -0.31,              4.49
   6280,8/16/2012, 07:17:19,             -0.33,              4.43
   6281,8/16/2012, 07:17:39,             -0.31,              4.37
   6282,8/16/2012, 07:17:59,             -0.36,              4.37
   6283,8/16/2012, 07:18:19,             -0.31,              4.37
   6284,8/16/2012, 07:18:39,             -0.31,              4.37
   6285,8/16/2012, 07:18:59,             -0.36,              4.37
   6286,8/16/2012, 07:19:19,             -0.31,              4.37
   6287,8/16/2012, 07:19:39,             -0.31,              4.37
   6288,8/16/2012, 07:19:59,             -0.28,              4.37
   6289,8/16/2012, 07:20:19,             -0.31,              4.37
   6290,8/16/2012, 07:20:39,             -0.31,              4.37
   6291,8/16/2012, 07:20:59,             -0.31,              4.37
   6292,8/16/2012, 07:21:19,             -0.33,              4.37
   6293,8/16/2012, 07:21:39,             -0.36,              4.37
   6294,8/16/2012, 07:21:59,             -0.31,              4.37
   6295,8/16/2012, 07:22:19,             -0.33,              4.37
   6296,8/16/2012, 07:22:39,             -0.31,              4.37
   6297,8/16/2012, 07:22:59,             -0.36,              4.37
   6298,8/16/2012, 07:23:19,             -0.36,              4.37
   6299,8/16/2012, 07:23:39,             -0.33,              4.37
   6300,8/16/2012, 07:23:59,             -0.26,              4.37
   6301,8/16/2012, 07:24:19,             -0.31,              4.37
   6302,8/16/2012, 07:24:39,             -0.31,              4.37
   6303,8/16/2012, 07:24:59,             -0.31,              4.37
   6304,8/16/2012, 07:25:19,             -0.33,              4.37
   6305,8/16/2012, 07:25:39,             -0.28,              4.37
   6306,8/16/2012, 07:25:59,             -0.36,              4.37
   6307,8/16/2012, 07:26:19,             -0.41,              4.37
   6308,8/16/2012, 07:26:39,             -0.31,              4.43
   6309,8/16/2012, 07:26:59,             -0.28,              4.43
   6310,8/16/2012, 07:27:19,             -0.33,              4.37
   6311,8/16/2012, 07:27:39,             -0.31,              4.37
   6312,8/16/2012, 07:27:59,             -0.28,              4.37
   6313,8/16/2012, 07:28:19,             -0.36,              4.37
   6314,8/16/2012, 07:28:39,             -0.33,              4.37
   6315,8/16/2012, 07:28:59,             -0.26,              4.37
   6316,8/16/2012, 07:29:19,             -0.31,              4.37
   6317,8/16/2012, 07:29:39,             -0.31,              4.37
   6318,8/16/2012, 07:29:59,             -0.31,              4.43
   6319,8/16/2012, 07:30:19,             -0.31,              4.43
   6320,8/16/2012, 07:30:39,             -0.31,              4.43
   6321,8/16/2012, 07:30:59,             -0.33,              5.08
   6322,8/16/2012, 07:31:19,             -0.31,              6.48
   6323,8/16/2012, 07:31:39,             -0.23,              8.59
   6324,8/16/2012, 07:31:59,             -0.33,             10.82
   6325,8/16/2012, 07:32:19,             -0.26,             13.22
   6326,8/16/2012, 07:32:59,             -0.28,             14.92
   6327,8/16/2012, 07:33:19,             -0.26,             14.92
   6328,8/16/2012, 07:33:39,             -0.33,             14.92
   6329,8/16/2012, 07:33:59,             -0.31,             14.92
   6330,8/16/2012, 07:34:19,             -0.31,             14.92
   6331,8/16/2012, 07:34:39,             -0.31,             14.92
   6332,8/16/2012, 07:35:39,             -0.36,             14.92
   6333,8/16/2012, 07:35:59,             -0.33,             14.92
   6334,8/16/2012, 07:36:19,             -0.36,             14.92
   6335,8/16/2012, 07:36:39,             -0.38,             14.92
   6336,8/16/2012, 07:36:59,             -0.31,             14.92
   6337,8/16/2012, 07:37:19,             -0.33,             14.92
   6338,8/16/2012, 07:37:39,             -0.46,             14.92
   6339,8/16/2012, 07:37:59,             -0.33,             14.92
   6340,8/16/2012, 07:38:19,             -0.33,             14.92
   6341,8/16/2012, 07:38:39,             -0.28,             14.92
   6342,8/16/2012, 07:50:39,              0.12,              8.12
   6343,8/16/2012, 07:50:59,              0.34,              5.78
   6344,8/16/2012, 07:51:59,             -0.26,              4.61
   6345,8/16/2012, 07:52:59,             -0.28,              4.55
   6346,8/16/2012, 07:53:19,             -0.28,              4.49
   6347,8/16/2012, 07:53:39,             -0.36,              4.73
   6348,8/16/2012, 07:53:59,             -0.36,              6.13
   6349,8/16/2012, 07:54:19,             -0.31,              7.77
   6350,8/16/2012, 07:54:39,             -0.33,              9.65
   6351,8/16/2012, 07:54:59,             -0.36,             11.41
   6352,8/16/2012, 07:55:19,             -0.33,             12.93
   6353,8/16/2012, 07:55:39,             -0.31,             14.34
   6354,8/16/2012, 07:55:59,             -0.28,             14.92
   6355,8/16/2012, 07:56:19,             -0.36,             14.92
   6356,8/16/2012, 07:56:39,             -0.38,             14.92
   6357,8/16/2012, 07:56:59,             -0.28,             14.92
   6358,8/16/2012, 07:57:19,             -0.36,             14.92
   6359,8/16/2012, 07:57:39,             -0.33,             14.92
   6360,8/16/2012, 07:57:59,             -0.33,             14.92
   6361,8/16/2012, 07:58:19,             -0.31,             14.92
   6362,8/16/2012, 07:58:39,             -0.33,             14.92
   6363,8/16/2012, 07:58:59,             -0.28,             14.92
   6364,8/16/2012, 07:59:19,             -0.31,             14.92
   6365,8/16/2012, 07:59:39,             -0.23,             14.92
   6366,8/16/2012, 07:59:59,             -0.31,             14.92
   6367,8/16/2012, 08:00:19,             -0.28,             14.92
   6368,8/16/2012, 08:00:39,             -0.33,             14.92
   6369,8/16/2012, 08:00:59,             -0.26,             14.92
   6370,8/16/2012, 08:01:19,             -0.26,             14.92
   6371,8/16/2012, 08:01:39,             -0.31,             14.39
   6372,8/16/2012, 08:01:59,             -0.31,              8.65
   6373,8/16/2012, 08:02:19,             -0.31,              6.72
   6374,8/16/2012, 08:02:39,             -0.33,              6.89
   6375,8/16/2012, 08:02:59,             -0.28,              8.89
   6376,8/16/2012, 08:03:19,             -0.38,             10.88
   6377,8/16/2012, 08:04:39,             -0.33,              7.71
   6378,8/16/2012, 08:04:59,             -0.26,              6.54
   6379,8/16/2012, 08:05:19,             -0.31,              7.25
   6380,8/16/2012, 08:05:39,             -0.33,              9.12
   6381,8/16/2012, 08:05:59,             -0.33,             11.11
   6382,8/16/2012, 08:06:19,             -0.33,             12.64
   6383,8/16/2012, 08:06:39,             -0.36,             11.35
   6384,8/16/2012, 08:06:59,             -0.33,              8.59
   6385,8/16/2012, 08:07:19,             -0.31,              7.60
   6386,8/16/2012, 08:07:39,             -0.33,              7.19
   6387,8/16/2012, 08:07:59,             -0.33,              7.07
   6388,8/16/2012, 08:08:19,             -0.31,              7.01
   6389,8/16/2012, 08:08:39,             -0.33,              7.19
   6390,8/16/2012, 08:09:59,             -0.31,              7.42
   6391,8/16/2012, 08:10:19,             -0.28,              6.48
   6392,8/16/2012, 08:10:39,             -0.28,              6.19
   6393,8/16/2012, 08:10:59,             -0.33,              6.07
   6394,8/16/2012, 08:11:19,             -0.31,              6.02
   6395,8/16/2012, 08:11:39,             -0.36,              6.02
   6396,8/16/2012, 08:11:59,             -0.33,              6.02
   6397,8/16/2012, 08:12:19,             -0.33,              6.95
   6398,8/16/2012, 08:14:59,             -0.01,             11.58
   6399,8/16/2012, 08:15:19,             -0.33,             11.00
   6400,8/16/2012, 08:15:39,             -0.28,             10.82
   6401,8/16/2012, 08:15:59,             -0.31,             10.70
   6402,8/16/2012, 08:16:19,             -0.31,             10.64
   6403,8/16/2012, 08:16:39,             -0.31,             10.64
   6404,8/16/2012, 08:16:59,             -0.31,             10.70
   6405,8/16/2012, 08:17:19,             -0.36,             10.70
   6406,8/16/2012, 08:17:39,             -0.31,             10.70
   6407,8/16/2012, 08:17:59,             -0.33,             10.64
   6408,8/16/2012, 08:18:19,             -0.31,             10.64
   6409,8/16/2012, 08:18:39,             -0.36,             10.64
   6410,8/16/2012, 08:18:59,             -0.31,             10.64
   6411,8/16/2012, 08:19:19,             -0.33,             10.64
   6412,8/16/2012, 08:19:39,              0.12,             10.64
   6413,8/16/2012, 08:19:59,             -0.31,             10.64
   6414,8/16/2012, 08:20:19,             -0.33,             10.64
   6415,8/16/2012, 08:20:39,             -0.26,             10.70
   6416,8/16/2012, 08:21:59,             -0.36,             11.99
   6417,8/16/2012, 08:22:19,             -0.38,              8.94
   6418,8/16/2012, 08:22:39,             -0.28,              7.83
   6419,8/16/2012, 08:22:59,             -0.31,              7.48
   6420,8/16/2012, 08:23:19,             -0.28,              7.30
   6421,8/16/2012, 08:23:39,             -0.28,              7.42
   6422,8/16/2012, 08:23:59,             -0.28,              7.42
   6423,8/16/2012, 08:24:19,             -0.28,              8.89
   6424,8/16/2012, 08:24:39,             -0.26,             11.82
   6425,8/16/2012, 08:24:59,             -0.31,             14.63
   6426,8/16/2012, 08:25:19,             -0.38,             14.92
   6427,8/16/2012, 08:25:39,             -0.33,             10.88
   6428,8/16/2012, 08:28:19,             -0.31,              5.96
   6429,8/16/2012, 08:28:39,             -0.33,              6.02
   6430,8/16/2012, 08:28:59,             -0.33,              6.02
   6431,8/16/2012, 08:29:19,             -0.33,              6.07
   6432,8/16/2012, 08:29:39,             -0.31,              6.07
   6433,8/16/2012, 08:29:59,             -0.26,              6.07
   6434,8/16/2012, 08:30:19,             -0.36,              6.07
   6435,8/16/2012, 08:30:39,             -0.31,              6.07
   6436,8/16/2012, 08:30:59,             -0.31,              6.13
   6437,8/16/2012, 08:31:19,             -0.36,              6.07
   6438,8/16/2012, 08:31:39,             -0.36,              6.13
   6439,8/16/2012, 08:31:59,             -0.36,              6.13
   6440,8/16/2012, 08:32:19,             -0.33,              6.07
   6441,8/16/2012, 08:32:39,             -0.26,              6.07
   6442,8/16/2012, 08:32:59,             -0.33,              6.13
   6443,8/16/2012, 08:33:19,             -0.28,              6.13
   6444,8/16/2012, 08:33:39,             -0.31,              6.13
   6445,8/16/2012, 08:34:39,             -0.33,              6.31
   6446,8/16/2012, 08:34:59,             -0.36,              6.07
   6447,8/16/2012, 08:35:19,             -0.33,              5.96
   6448,8/16/2012, 08:35:39,             -0.33,              5.96
   6449,8/16/2012, 08:35:59,             -0.31,              5.96
   6450,8/16/2012, 08:36:19,             -0.26,              5.96
   6451,8/16/2012, 08:36:39,             -0.33,              5.96
   6452,8/16/2012, 08:36:59,             -0.33,              5.96
   6453,8/16/2012, 08:37:19,             -0.36,              6.02
   6454,8/16/2012, 08:37:39,             -0.33,              5.96
   6455,8/16/2012, 08:37:59,             -0.36,              5.96
   6456,8/16/2012, 08:38:19,             -0.31,              6.02
   6457,8/16/2012, 08:38:39,             -0.33,              6.02
   6458,8/16/2012, 08:38:59,             -0.31,              6.02
   6459,8/16/2012, 08:39:19,             -0.33,              6.19
   6460,8/16/2012, 08:40:39,             -0.28,             10.59
   6461,8/16/2012, 09:01:39,             -0.31,             12.69
   6462,8/16/2012, 09:01:59,             -0.26,             11.46
   6463,8/16/2012, 09:02:19,             -0.31,             11.00
   6464,8/16/2012, 09:02:39,             -0.33,             10.82
   6465,8/16/2012, 09:02:59,             -0.33,             10.76
   6466,8/16/2012, 09:03:19,             -0.28,             10.70
   6467,8/16/2012, 09:03:39,             -0.28,             10.70
   6468,8/16/2012, 09:04:39,             -0.33,             10.70
   6469,8/16/2012, 09:04:59,             -0.33,             10.64
   6470,8/16/2012, 09:05:19,             -0.33,             10.82
   6471,8/16/2012, 09:05:39,             -0.26,             11.05
   6472,8/16/2012, 09:05:59,             -0.28,             11.29
   6473,8/16/2012, 09:06:19,             -0.36,             11.11
   6474,8/16/2012, 09:06:39,             -0.33,             10.82
   6475,8/16/2012, 09:06:59,             -0.33,             10.70
   6476,8/16/2012, 09:07:19,             -0.26,             10.64
   6477,8/16/2012, 09:07:39,             -0.31,             10.64
   6478,8/16/2012, 09:07:59,             -0.36,             10.64
   6479,8/16/2012, 09:08:19,             -0.31,             10.64
   6480,8/16/2012, 09:08:59,             -0.31,             10.64
   6481,8/16/2012, 09:09:19,             -0.28,             10.64
   6482,8/16/2012, 09:09:39,             -0.33,             10.64
   6483,8/16/2012, 09:13:19,             -0.33,             10.94
   6484,8/16/2012, 09:13:39,             -0.36,             10.76
   6485,8/16/2012, 09:14:19,             -0.31,             10.70
   6486,8/16/2012, 09:14:39,             -0.31,             10.64
   6487,8/16/2012, 09:14:59,             -0.31,             10.76
