GMT Time Correction = -28800
Lg00 (Conditional) Log:
Rec #,Date ,Time,  Pressure [dBars],       IntTemp [C]
  20008,8/15/2012, 22:18:21,              5.37,              4.33
  20009,8/15/2012, 22:18:23,              7.37,              4.33
  20010,8/15/2012, 22:18:25,              8.19,              4.33
  20011,8/15/2012, 22:18:27,              8.29,              4.33
  20012,8/15/2012, 22:18:29,              8.19,              4.38
  20013,8/15/2012, 22:18:31,              8.22,              4.38
  20014,8/15/2012, 22:18:33,              8.19,              4.38
  20015,8/15/2012, 22:18:35,              8.24,              4.42
  20016,8/15/2012, 22:18:37,              8.12,              4.42
  20017,8/15/2012, 22:18:39,              7.92,              4.47
  20018,8/15/2012, 22:18:41,              8.04,              4.47
  20019,8/15/2012, 22:18:43,              7.99,              4.52
  20020,8/15/2012, 22:18:45,              8.19,              4.52
  20021,8/15/2012, 22:18:47,              8.14,              4.52
  20022,8/15/2012, 22:18:49,              8.17,              4.52
  20023,8/15/2012, 22:18:51,              8.19,              4.52
  20024,8/15/2012, 22:18:53,              8.27,              4.52
  20025,8/15/2012, 22:18:55,              8.07,              4.52
  20026,8/15/2012, 22:18:57,              8.24,              4.52
  20027,8/15/2012, 22:18:59,              8.27,              4.56
  20028,8/15/2012, 22:19:01,              7.87,              4.56
  20029,8/15/2012, 22:19:03,              5.32,              4.56
  20030,8/15/2012, 22:19:05,              2.39,              4.56
  20031,8/15/2012, 22:19:31,              2.62,              4.38
  20032,8/15/2012, 22:19:33,              4.69,              4.33
  20033,8/15/2012, 22:19:35,              6.77,              4.33
  20034,8/15/2012, 22:19:37,              8.12,              4.33
  20035,8/15/2012, 22:19:39,              8.14,              4.38
  20036,8/15/2012, 22:19:41,              8.24,              4.38
  20037,8/15/2012, 22:19:43,              8.29,              4.38
  20038,8/15/2012, 22:19:45,              8.34,              4.38
  20039,8/15/2012, 22:19:47,              8.39,              4.42
  20040,8/15/2012, 22:19:49,              8.12,              4.47
  20041,8/15/2012, 22:19:51,              8.02,              4.47
  20042,8/15/2012, 22:19:53,              8.12,              4.47
  20043,8/15/2012, 22:19:55,              8.22,              4.52
  20044,8/15/2012, 22:19:57,              7.99,              4.52
  20045,8/15/2012, 22:19:59,              8.04,              4.52
  20046,8/15/2012, 22:20:01,              8.17,              4.52
  20047,8/15/2012, 22:20:03,              8.17,              4.52
  20048,8/15/2012, 22:20:05,              8.24,              4.52
  20049,8/15/2012, 22:20:07,              8.04,              4.52
  20050,8/15/2012, 22:20:09,              8.12,              4.52
  20051,8/15/2012, 22:20:11,              8.12,              4.52
  20052,8/15/2012, 22:20:13,              8.27,              4.52
  20053,8/15/2012, 22:20:15,              8.04,              4.56
  20054,8/15/2012, 22:20:17,              5.59,              4.56
  20055,8/15/2012, 22:20:19,              2.59,              4.56
  20056,8/15/2012, 22:20:43,              1.39,              4.38
  20057,8/15/2012, 22:20:45,              3.27,              4.38
  20058,8/15/2012, 22:20:47,              5.47,              4.33
  20059,8/15/2012, 22:20:49,              7.32,              4.33
  20060,8/15/2012, 22:20:51,              8.02,              4.33
  20061,8/15/2012, 22:20:53,              7.94,              4.38
  20062,8/15/2012, 22:20:55,              7.94,              4.38
  20063,8/15/2012, 22:20:57,              7.92,              4.38
  20064,8/15/2012, 22:20:59,              7.84,              4.38
  20065,8/15/2012, 22:21:01,              7.92,              4.42
  20066,8/15/2012, 22:21:03,              7.92,              4.47
  20067,8/15/2012, 22:21:05,              7.84,              4.47
  20068,8/15/2012, 22:21:07,              8.07,              4.52
  20069,8/15/2012, 22:21:09,              8.17,              4.52
  20070,8/15/2012, 22:21:11,              7.89,              4.52
  20071,8/15/2012, 22:21:13,              7.92,              4.52
  20072,8/15/2012, 22:21:15,              8.09,              4.52
  20073,8/15/2012, 22:21:17,              8.04,              4.52
  20074,8/15/2012, 22:21:19,              8.14,              4.52
  20075,8/15/2012, 22:21:21,              8.07,              4.52
  20076,8/15/2012, 22:21:23,              7.97,              4.52
  20077,8/15/2012, 22:21:25,              6.17,              4.56
  20078,8/15/2012, 22:21:27,              3.37,              4.56
  20079,8/15/2012, 22:21:55,              1.34,              4.38
  20080,8/15/2012, 22:21:57,              3.47,              4.33
  20081,8/15/2012, 22:21:59,              5.57,              4.33
  20082,8/15/2012, 22:22:01,              7.69,              4.33
  20083,8/15/2012, 22:22:03,              7.87,              4.33
  20084,8/15/2012, 22:22:05,              7.87,              4.33
  20085,8/15/2012, 22:22:07,              7.92,              4.38
  20086,8/15/2012, 22:22:09,              7.77,              4.38
  20087,8/15/2012, 22:22:11,              7.82,              4.38
  20088,8/15/2012, 22:22:13,              7.94,              4.42
  20089,8/15/2012, 22:22:15,              7.89,              4.47
  20090,8/15/2012, 22:22:17,              7.97,              4.47
  20091,8/15/2012, 22:22:19,              7.89,              4.47
  20092,8/15/2012, 22:22:21,              7.97,              4.52
  20093,8/15/2012, 22:22:23,              7.99,              4.52
  20094,8/15/2012, 22:22:25,              7.77,              4.52
  20095,8/15/2012, 22:22:27,              7.89,              4.52
  20096,8/15/2012, 22:22:29,              8.04,              4.52
  20097,8/15/2012, 22:22:31,              8.14,              4.52
  20098,8/15/2012, 22:22:33,              7.82,              4.52
  20099,8/15/2012, 22:22:35,              7.74,              4.52
  20100,8/15/2012, 22:22:37,              7.84,              4.52
  20101,8/15/2012, 22:22:39,              7.72,              4.56
  20102,8/15/2012, 22:22:41,              5.54,              4.56
  20103,8/15/2012, 22:22:43,              2.47,              4.56
  20104,8/15/2012, 22:23:05,              1.74,              4.38
  20105,8/15/2012, 22:23:07,              3.82,              4.33
  20106,8/15/2012, 22:23:09,              6.09,              4.33
  20107,8/15/2012, 22:23:11,              7.84,              4.33
  20108,8/15/2012, 22:23:13,              7.92,              4.33
  20109,8/15/2012, 22:23:15,              7.94,              4.33
  20110,8/15/2012, 22:23:17,              7.92,              4.38
  20111,8/15/2012, 22:23:19,              7.84,              4.38
  20112,8/15/2012, 22:23:21,              7.99,              4.38
  20113,8/15/2012, 22:23:23,              7.84,              4.42
  20114,8/15/2012, 22:23:25,              8.04,              4.47
  20115,8/15/2012, 22:23:27,              8.04,              4.47
  20116,8/15/2012, 22:23:29,              8.09,              4.47
  20117,8/15/2012, 22:23:31,              7.92,              4.52
  20118,8/15/2012, 22:23:33,              7.92,              4.52
  20119,8/15/2012, 22:23:35,              8.12,              4.52
  20120,8/15/2012, 22:23:37,              8.07,              4.52
  20121,8/15/2012, 22:23:39,              8.07,              4.52
  20122,8/15/2012, 22:23:41,              7.94,              4.52
  20123,8/15/2012, 22:23:43,              7.84,              4.52
  20124,8/15/2012, 22:23:45,              7.84,              4.52
  20125,8/15/2012, 22:23:47,              8.04,              4.52
  20126,8/15/2012, 22:23:49,              8.02,              4.52
  20127,8/15/2012, 22:23:51,              5.37,              4.56
  20128,8/15/2012, 22:23:53,              2.37,              4.56
  20129,8/15/2012, 22:24:15,              1.72,              4.38
  20130,8/15/2012, 22:24:17,              3.77,              4.33
  20131,8/15/2012, 22:24:19,              5.92,              4.33
  20132,8/15/2012, 22:24:21,              7.77,              4.33
  20133,8/15/2012, 22:24:23,              7.87,              4.33
  20134,8/15/2012, 22:24:25,              7.92,              4.38
  20135,8/15/2012, 22:24:27,              8.04,              4.38
  20136,8/15/2012, 22:24:29,              8.09,              4.38
  20137,8/15/2012, 22:24:31,              7.92,              4.38
  20138,8/15/2012, 22:24:33,              7.79,              4.42
  20139,8/15/2012, 22:24:35,              7.84,              4.47
  20140,8/15/2012, 22:24:37,              7.84,              4.47
  20141,8/15/2012, 22:24:39,              7.89,              4.47
  20142,8/15/2012, 22:24:41,              8.07,              4.52
  20143,8/15/2012, 22:24:43,              7.92,              4.52
  20144,8/15/2012, 22:24:45,              7.99,              4.52
  20145,8/15/2012, 22:24:47,              7.97,              4.52
  20146,8/15/2012, 22:24:49,              7.84,              4.52
  20147,8/15/2012, 22:24:51,              7.99,              4.52
  20148,8/15/2012, 22:24:53,              7.92,              4.52
  20149,8/15/2012, 22:24:55,              7.89,              4.52
  20150,8/15/2012, 22:24:57,              7.84,              4.52
  20151,8/15/2012, 22:24:59,              7.92,              4.56
  20152,8/15/2012, 22:25:01,              5.29,              4.56
  20153,8/15/2012, 22:25:03,              2.17,              4.56
  20154,8/15/2012, 22:25:27,              1.12,              4.33
  20155,8/15/2012, 22:25:29,              3.17,              4.33
  20156,8/15/2012, 22:25:31,              5.34,              4.33
  20157,8/15/2012, 22:25:33,              7.52,              4.33
  20158,8/15/2012, 22:25:35,              8.02,              4.33
  20159,8/15/2012, 22:25:37,              8.09,              4.33
  20160,8/15/2012, 22:25:39,              7.99,              4.38
  20161,8/15/2012, 22:25:41,              7.99,              4.38
  20162,8/15/2012, 22:25:43,              7.99,              4.38
  20163,8/15/2012, 22:25:45,              7.92,              4.42
  20164,8/15/2012, 22:25:47,              8.07,              4.42
  20165,8/15/2012, 22:25:49,              8.12,              4.47
  20166,8/15/2012, 22:25:51,              8.04,              4.47
  20167,8/15/2012, 22:25:53,              8.07,              4.47
  20168,8/15/2012, 22:25:55,              7.99,              4.52
  20169,8/15/2012, 22:25:57,              8.22,              4.52
  20170,8/15/2012, 22:25:59,              8.09,              4.52
  20171,8/15/2012, 22:26:01,              8.22,              4.52
  20172,8/15/2012, 22:26:03,              8.24,              4.52
  20173,8/15/2012, 22:26:05,              7.99,              4.52
  20174,8/15/2012, 22:26:07,              8.04,              4.52
  20175,8/15/2012, 22:26:09,              8.09,              4.52
  20176,8/15/2012, 22:26:11,              8.12,              4.56
  20177,8/15/2012, 22:26:13,              8.19,              4.52
  20178,8/15/2012, 22:26:15,              7.39,              4.56
  20179,8/15/2012, 22:26:17,              4.44,              4.56
  20180,8/15/2012, 22:26:19,              1.42,              4.52
  20181,8/15/2012, 22:26:41,              2.49,              4.33
  20182,8/15/2012, 22:26:43,              4.69,              4.33
  20183,8/15/2012, 22:26:45,              6.89,              4.33
  20184,8/15/2012, 22:26:47,              8.34,              4.33
  20185,8/15/2012, 22:26:49,              8.22,              4.33
  20186,8/15/2012, 22:26:51,              8.37,              4.33
  20187,8/15/2012, 22:26:53,              8.34,              4.38
  20188,8/15/2012, 22:26:55,              8.22,              4.38
  20189,8/15/2012, 22:26:57,              8.24,              4.38
  20190,8/15/2012, 22:26:59,              8.12,              4.42
  20191,8/15/2012, 22:27:01,              8.27,              4.47
  20192,8/15/2012, 22:27:03,              8.19,              4.47
  20193,8/15/2012, 22:27:05,              8.27,              4.47
  20194,8/15/2012, 22:27:07,              8.17,              4.52
  20195,8/15/2012, 22:27:09,              8.02,              4.52
  20196,8/15/2012, 22:27:11,              7.97,              4.52
  20197,8/15/2012, 22:27:13,              7.92,              4.52
  20198,8/15/2012, 22:27:15,              8.27,              4.52
  20199,8/15/2012, 22:27:17,              8.17,              4.52
  20200,8/15/2012, 22:27:19,              8.22,              4.52
  20201,8/15/2012, 22:27:21,              8.17,              4.52
  20202,8/15/2012, 22:27:23,              6.09,              4.52
  20203,8/15/2012, 22:27:25,              3.12,              4.52
  20204,8/15/2012, 22:27:45,              2.52,              4.33
  20205,8/15/2012, 22:27:47,              4.69,              4.33
  20206,8/15/2012, 22:27:49,              6.72,              4.33
  20207,8/15/2012, 22:27:51,              8.17,              4.33
  20208,8/15/2012, 22:27:53,              8.24,              4.33
  20209,8/15/2012, 22:27:55,              8.14,              4.33
  20210,8/15/2012, 22:27:57,              8.22,              4.38
  20211,8/15/2012, 22:27:59,              8.24,              4.38
  20212,8/15/2012, 22:28:01,              8.22,              4.38
  20213,8/15/2012, 22:28:03,              7.92,              4.38
  20214,8/15/2012, 22:28:05,              8.07,              4.42
  20215,8/15/2012, 22:28:07,              7.89,              4.47
  20216,8/15/2012, 22:28:09,              8.17,              4.47
  20217,8/15/2012, 22:28:11,              8.24,              4.47
  20218,8/15/2012, 22:28:13,              8.07,              4.47
  20219,8/15/2012, 22:28:15,              8.02,              4.52
  20220,8/15/2012, 22:28:17,              8.04,              4.52
  20221,8/15/2012, 22:28:19,              7.84,              4.52
  20222,8/15/2012, 22:28:21,              8.09,              4.52
  20223,8/15/2012, 22:28:23,              8.14,              4.52
  20224,8/15/2012, 22:28:25,              8.17,              4.52
  20225,8/15/2012, 22:28:27,              6.82,              4.52
  20226,8/15/2012, 22:28:29,              4.09,              4.52
  20227,8/15/2012, 22:28:31,              0.94,              4.52
  20228,8/15/2012, 22:28:51,              1.27,              4.33
  20229,8/15/2012, 22:28:53,              3.32,              4.33
  20230,8/15/2012, 22:28:55,              5.39,              4.33
  20231,8/15/2012, 22:28:57,              7.39,              4.33
  20232,8/15/2012, 22:28:59,              8.09,              4.28
  20233,8/15/2012, 22:29:01,              8.24,              4.33
  20234,8/15/2012, 22:29:03,              8.17,              4.33
  20235,8/15/2012, 22:29:05,              8.22,              4.38
  20236,8/15/2012, 22:29:07,              7.99,              4.38
  20237,8/15/2012, 22:29:09,              8.12,              4.38
  20238,8/15/2012, 22:29:11,              7.99,              4.38
  20239,8/15/2012, 22:29:13,              8.27,              4.42
  20240,8/15/2012, 22:29:15,              8.17,              4.47
  20241,8/15/2012, 22:29:17,              7.99,              4.47
  20242,8/15/2012, 22:29:19,              8.02,              4.47
  20243,8/15/2012, 22:29:21,              8.12,              4.52
  20244,8/15/2012, 22:29:23,              8.07,              4.52
  20245,8/15/2012, 22:29:25,              8.22,              4.52
  20246,8/15/2012, 22:29:27,              8.29,              4.52
  20247,8/15/2012, 22:29:29,              8.19,              4.52
  20248,8/15/2012, 22:29:31,              8.12,              4.52
  20249,8/15/2012, 22:29:33,              7.24,              4.52
  20250,8/15/2012, 22:29:35,              4.47,              4.52
  20251,8/15/2012, 22:29:37,              1.49,              4.52
  20252,8/15/2012, 22:29:55,              1.49,              4.38
  20253,8/15/2012, 22:29:57,              3.52,              4.33
  20254,8/15/2012, 22:29:59,              5.69,              4.33
  20255,8/15/2012, 22:30:01,              7.69,              4.33
  20256,8/15/2012, 22:30:03,              8.14,              4.33
  20257,8/15/2012, 22:30:05,              7.99,              4.33
  20258,8/15/2012, 22:30:07,              7.94,              4.38
  20259,8/15/2012, 22:30:09,              7.89,              4.38
  20260,8/15/2012, 22:30:11,              8.14,              4.38
  20261,8/15/2012, 22:30:13,              7.99,              4.42
  20262,8/15/2012, 22:30:15,              8.17,              4.42
  20263,8/15/2012, 22:30:17,              8.04,              4.47
  20264,8/15/2012, 22:30:19,              8.14,              4.47
  20265,8/15/2012, 22:30:21,              8.02,              4.47
  20266,8/15/2012, 22:30:23,              8.17,              4.52
  20267,8/15/2012, 22:30:25,              7.97,              4.52
  20268,8/15/2012, 22:30:27,              7.84,              4.52
  20269,8/15/2012, 22:30:29,              7.89,              4.52
  20270,8/15/2012, 22:30:31,              7.92,              4.52
  20271,8/15/2012, 22:30:33,              8.09,              4.52
  20272,8/15/2012, 22:30:35,              8.24,              4.52
  20273,8/15/2012, 22:30:37,              8.37,              4.52
  20274,8/15/2012, 22:30:39,              8.27,              4.52
  20275,8/15/2012, 22:30:41,              8.37,              4.56
  20276,8/15/2012, 22:30:43,              8.32,              4.56
  20277,8/15/2012, 22:30:45,              7.29,              4.56
  20278,8/15/2012, 22:30:47,              4.34,              4.56
  20279,8/15/2012, 22:30:49,              1.22,              4.56
  20280,8/15/2012, 22:31:11,              1.14,              4.38
  20281,8/15/2012, 22:31:13,              3.09,              4.33
  20282,8/15/2012, 22:31:15,              5.22,              4.33
  20283,8/15/2012, 22:31:17,              7.27,              4.33
  20284,8/15/2012, 22:31:19,              7.92,              4.33
  20285,8/15/2012, 22:31:21,              7.92,              4.33
  20286,8/15/2012, 22:31:23,              7.87,              4.38
  20287,8/15/2012, 22:31:25,              7.92,              4.38
  20288,8/15/2012, 22:31:27,              7.99,              4.38
  20289,8/15/2012, 22:31:29,              7.79,              4.42
  20290,8/15/2012, 22:31:31,              7.84,              4.42
  20291,8/15/2012, 22:31:33,              7.84,              4.47
  20292,8/15/2012, 22:31:35,              7.92,              4.47
  20293,8/15/2012, 22:31:37,              7.84,              4.47
  20294,8/15/2012, 22:31:39,              7.97,              4.52
  20295,8/15/2012, 22:31:41,              8.04,              4.52
  20296,8/15/2012, 22:31:43,              8.09,              4.52
  20297,8/15/2012, 22:31:45,              8.02,              4.52
  20298,8/15/2012, 22:31:47,              7.97,              4.52
  20299,8/15/2012, 22:31:49,              8.02,              4.52
  20300,8/15/2012, 22:31:51,              8.02,              4.52
  20301,8/15/2012, 22:31:53,              7.97,              4.52
  20302,8/15/2012, 22:31:55,              7.94,              4.52
  20303,8/15/2012, 22:31:57,              7.94,              4.52
  20304,8/15/2012, 22:31:59,              7.92,              4.56
  20305,8/15/2012, 22:32:01,              6.17,              4.56
  20306,8/15/2012, 22:32:03,              3.04,              4.56
  20307,8/15/2012, 22:32:23,              2.02,              4.38
  20308,8/15/2012, 22:32:25,              4.32,              4.38
  20309,8/15/2012, 22:32:27,              6.69,              4.38
  20310,8/15/2012, 22:32:29,              7.99,              4.33
  20311,8/15/2012, 22:32:31,              8.07,              4.38
  20312,8/15/2012, 22:32:33,              7.74,              4.38
  20313,8/15/2012, 22:32:35,              6.37,              4.38
  20314,8/15/2012, 22:32:37,              5.94,              4.38
  20315,8/15/2012, 22:32:39,              5.59,              4.42
  20316,8/15/2012, 22:32:41,              5.67,              4.42
  20317,8/15/2012, 22:32:43,              5.14,              4.38
  20318,8/15/2012, 22:32:45,              4.62,              4.38
  20319,8/15/2012, 22:32:47,              4.27,              4.38
  20320,8/15/2012, 22:32:49,              2.02,              4.38
  20321,8/15/2012, 22:33:51,              1.04,              4.23
  20322,8/15/2012, 22:33:53,              2.97,              4.23
  20323,8/15/2012, 22:33:55,              5.04,              4.23
  20324,8/15/2012, 22:33:57,              7.17,              4.23
  20325,8/15/2012, 22:33:59,              7.89,              4.28
  20326,8/15/2012, 22:34:01,              7.99,              4.28
  20327,8/15/2012, 22:34:03,              8.34,              4.33
  20328,8/15/2012, 22:34:05,              8.29,              4.33
  20329,8/15/2012, 22:34:07,              8.34,              4.38
  20330,8/15/2012, 22:34:09,              8.19,              4.38
  20331,8/15/2012, 22:34:11,              8.14,              4.38
  20332,8/15/2012, 22:34:13,              8.12,              4.42
  20333,8/15/2012, 22:34:15,              8.09,              4.47
  20334,8/15/2012, 22:34:17,              8.17,              4.47
  20335,8/15/2012, 22:34:19,              8.07,              4.47
  20336,8/15/2012, 22:34:21,              8.04,              4.52
  20337,8/15/2012, 22:34:23,              8.22,              4.52
  20338,8/15/2012, 22:34:25,              8.12,              4.52
  20339,8/15/2012, 22:34:27,              8.04,              4.52
  20340,8/15/2012, 22:34:29,              8.14,              4.52
  20341,8/15/2012, 22:34:31,              8.22,              4.52
  20342,8/15/2012, 22:34:33,              7.57,              4.52
  20343,8/15/2012, 22:34:35,              4.62,              4.52
  20344,8/15/2012, 22:34:37,              1.54,              4.52
  20345,8/15/2012, 22:52:29,              8.14,             11.97
  20346,8/15/2012, 22:52:31,              8.49,             11.97
  20347,8/15/2012, 22:52:33,              8.32,             11.97
  20348,8/15/2012, 22:52:35,              8.27,             11.97
  20349,8/15/2012, 22:52:37,              8.27,             11.92
  20350,8/15/2012, 22:52:39,              8.17,             11.17
  20351,8/15/2012, 22:52:41,              8.17,             10.52
  20352,8/15/2012, 22:52:43,              8.22,              9.91
  20353,8/15/2012, 22:52:45,              8.22,              9.39
  20354,8/15/2012, 22:52:47,              8.32,              8.88
  20355,8/15/2012, 22:52:49,              7.07,              8.45
  20356,8/15/2012, 22:52:51,              4.39,              8.08
  20357,8/15/2012, 22:52:53,              1.34,              7.70
  20358,8/15/2012, 22:53:11,              1.09,              5.64
  20359,8/15/2012, 22:53:13,              3.17,              5.50
  20360,8/15/2012, 22:53:15,              5.27,              5.41
  20361,8/15/2012, 22:53:17,              7.37,              5.27
  20362,8/15/2012, 22:53:19,              8.14,              5.17
  20363,8/15/2012, 22:53:21,              8.17,              5.08
  20364,8/15/2012, 22:53:23,              8.19,              5.03
  20365,8/15/2012, 22:53:25,              8.19,              4.98
  20366,8/15/2012, 22:53:27,              8.14,              4.94
  20367,8/15/2012, 22:53:29,              8.17,              4.89
  20368,8/15/2012, 22:53:31,              8.19,              4.84
  20369,8/15/2012, 22:53:33,              8.22,              4.84
  20370,8/15/2012, 22:53:35,              8.09,              4.80
  20371,8/15/2012, 22:53:37,              8.24,              4.75
  20372,8/15/2012, 22:53:39,              8.19,              4.75
  20373,8/15/2012, 22:53:41,              8.22,              4.70
  20374,8/15/2012, 22:53:43,              8.19,              4.70
  20375,8/15/2012, 22:53:45,              8.17,              4.66
  20376,8/15/2012, 22:53:47,              8.22,              4.66
  20377,8/15/2012, 22:53:49,              7.37,              4.66
  20378,8/15/2012, 22:53:51,              4.59,              4.66
  20379,8/15/2012, 22:53:53,              1.69,              4.61
  20380,8/15/2012, 22:54:13,              2.39,              4.38
  20381,8/15/2012, 22:54:15,              4.62,              4.38
  20382,8/15/2012, 22:54:17,              6.74,              4.38
  20383,8/15/2012, 22:54:19,              8.27,              4.33
  20384,8/15/2012, 22:54:21,              8.32,              4.33
  20385,8/15/2012, 22:54:23,              8.24,              4.38
  20386,8/15/2012, 22:54:25,              8.27,              4.38
  20387,8/15/2012, 22:54:27,              8.14,              4.38
  20388,8/15/2012, 22:54:29,              8.14,              4.38
  20389,8/15/2012, 22:54:31,              8.24,              4.38
  20390,8/15/2012, 22:54:33,              8.27,              4.42
  20391,8/15/2012, 22:54:35,              8.24,              4.42
  20392,8/15/2012, 22:54:37,              8.29,              4.47
  20393,8/15/2012, 22:54:39,              8.27,              4.47
  20394,8/15/2012, 22:54:41,              8.39,              4.47
  20395,8/15/2012, 22:54:43,              8.14,              4.47
  20396,8/15/2012, 22:54:45,              8.09,              4.47
  20397,8/15/2012, 22:54:47,              7.42,              4.52
  20398,8/15/2012, 22:54:49,              8.09,              4.52
  20399,8/15/2012, 22:54:51,              8.12,              4.52
  20400,8/15/2012, 22:54:53,              7.84,              4.52
  20401,8/15/2012, 22:54:55,              5.19,              4.52
  20402,8/15/2012, 22:54:57,              2.27,              4.52
  20403,8/15/2012, 22:55:15,              2.29,              4.38
  20404,8/15/2012, 22:55:17,              4.49,              4.33
  20405,8/15/2012, 22:55:19,              6.69,              4.33
  20406,8/15/2012, 22:55:21,              8.22,              4.33
  20407,8/15/2012, 22:55:23,              8.24,              4.33
  20408,8/15/2012, 22:55:25,              8.22,              4.33
  20409,8/15/2012, 22:55:27,              8.24,              4.38
  20410,8/15/2012, 22:55:29,              8.07,              4.38
  20411,8/15/2012, 22:55:31,              8.04,              4.38
  20412,8/15/2012, 22:55:33,              8.07,              4.38
  20413,8/15/2012, 22:55:35,              8.07,              4.42
  20414,8/15/2012, 22:55:37,              8.32,              4.42
  20415,8/15/2012, 22:55:39,              8.12,              4.47
  20416,8/15/2012, 22:55:41,              8.22,              4.47
  20417,8/15/2012, 22:55:43,              8.12,              4.47
  20418,8/15/2012, 22:55:45,              8.22,              4.47
  20419,8/15/2012, 22:55:47,              8.12,              4.47
  20420,8/15/2012, 22:55:49,              8.14,              4.47
  20421,8/15/2012, 22:55:51,              8.14,              4.52
  20422,8/15/2012, 22:55:53,              8.09,              4.52
  20423,8/15/2012, 22:55:55,              8.09,              4.52
  20424,8/15/2012, 22:55:57,              6.12,              4.52
  20425,8/15/2012, 22:55:59,              3.17,              4.52
  20426,8/15/2012, 22:56:19,              1.59,              4.38
  20427,8/15/2012, 22:56:21,              3.77,              4.38
  20428,8/15/2012, 22:56:23,              5.82,              4.33
  20429,8/15/2012, 22:56:25,              7.87,              4.33
  20430,8/15/2012, 22:56:27,              8.19,              4.33
  20431,8/15/2012, 22:56:29,              8.34,              4.33
  20432,8/15/2012, 22:56:31,              8.29,              4.38
  20433,8/15/2012, 22:56:33,              8.07,              4.38
  20434,8/15/2012, 22:56:35,              7.54,              4.38
  20435,8/15/2012, 22:56:37,              7.52,              4.38
  20436,8/15/2012, 22:56:39,              7.77,              4.42
  20437,8/15/2012, 22:56:41,              7.74,              4.42
  20438,8/15/2012, 22:56:43,              7.94,              4.47
  20439,8/15/2012, 22:56:45,              7.84,              4.47
  20440,8/15/2012, 22:56:47,              7.77,              4.47
  20441,8/15/2012, 22:56:49,              6.97,              4.47
  20442,8/15/2012, 22:56:51,              6.02,              4.47
  20443,8/15/2012, 22:56:53,              4.04,              4.47
  20444,8/15/2012, 22:56:55,              1.62,              4.47
  20445,8/15/2012, 23:41:59,              1.17,              4.23
  20446,8/15/2012, 23:42:01,              2.97,              4.23
  20447,8/15/2012, 23:42:03,              4.84,              4.23
  20448,8/15/2012, 23:42:05,              6.77,              4.23
  20449,8/15/2012, 23:42:07,              8.62,              4.23
  20450,8/15/2012, 23:42:09,              8.72,              4.23
  20451,8/15/2012, 23:42:11,              8.74,              4.23
  20452,8/15/2012, 23:42:13,              8.74,              4.23
  20453,8/15/2012, 23:42:15,              8.77,              4.28
  20454,8/15/2012, 23:42:17,              8.87,              4.28
  20455,8/15/2012, 23:42:19,              8.82,              4.28
  20456,8/15/2012, 23:42:21,              8.89,              4.28
  20457,8/15/2012, 23:42:23,              8.87,              4.28
  20458,8/15/2012, 23:42:25,              8.82,              4.28
  20459,8/15/2012, 23:42:27,              8.77,              4.33
  20460,8/15/2012, 23:42:29,              8.92,              4.28
  20461,8/15/2012, 23:42:31,              8.82,              4.28
  20462,8/15/2012, 23:42:33,              8.89,              4.33
  20463,8/15/2012, 23:42:35,              8.89,              4.33
  20464,8/15/2012, 23:42:37,              8.74,              4.33
  20465,8/15/2012, 23:42:39,              8.79,              4.33
  20466,8/15/2012, 23:42:41,              7.09,              4.33
  20467,8/15/2012, 23:42:43,              4.34,              4.33
  20468,8/15/2012, 23:42:45,              1.32,              4.33
  20469,8/15/2012, 23:43:05,              0.97,              4.28
  20470,8/15/2012, 23:43:07,              2.97,              4.28
  20471,8/15/2012, 23:43:09,              4.87,              4.28
  20472,8/15/2012, 23:43:11,              7.02,              4.28
  20473,8/15/2012, 23:43:13,              8.94,              4.28
  20474,8/15/2012, 23:43:15,              9.02,              4.28
  20475,8/15/2012, 23:43:17,              8.79,              4.28
  20476,8/15/2012, 23:43:19,              8.87,              4.28
  20477,8/15/2012, 23:43:21,              8.89,              4.28
  20478,8/15/2012, 23:43:23,              8.82,              4.28
  20479,8/15/2012, 23:43:25,              8.87,              4.33
  20480,8/15/2012, 23:43:27,              8.82,              4.28
  20481,8/15/2012, 23:43:29,              8.84,              4.33
  20482,8/15/2012, 23:43:31,              8.89,              4.33
  20483,8/15/2012, 23:43:33,              8.89,              4.33
  20484,8/15/2012, 23:43:35,              8.84,              4.33
  20485,8/15/2012, 23:43:37,              8.82,              4.33
  20486,8/15/2012, 23:43:39,              8.89,              4.33
  20487,8/15/2012, 23:43:41,              8.79,              4.33
  20488,8/15/2012, 23:43:43,              7.44,              4.33
  20489,8/15/2012, 23:43:45,              4.69,              4.33
  20490,8/15/2012, 23:43:47,              1.82,              4.33
  20491,8/15/2012, 23:44:05,              0.94,              4.28
  20492,8/15/2012, 23:44:07,              2.97,              4.23
  20493,8/15/2012, 23:44:09,              5.02,              4.23
  20494,8/15/2012, 23:44:11,              7.04,              4.23
  20495,8/15/2012, 23:44:13,              8.69,              4.23
  20496,8/15/2012, 23:44:15,              8.94,              4.23
  20497,8/15/2012, 23:44:17,              8.92,              4.28
  20498,8/15/2012, 23:44:19,              8.97,              4.28
  20499,8/15/2012, 23:44:21,              8.99,              4.28
  20500,8/15/2012, 23:44:23,              9.07,              4.28
  20501,8/15/2012, 23:44:25,              9.04,              4.28
  20502,8/15/2012, 23:44:27,              9.12,              4.28
  20503,8/15/2012, 23:44:29,              9.04,              4.28
  20504,8/15/2012, 23:44:31,              9.19,              4.28
