GMT Time Correction = -28800
Lg00 (Conditional) Log:
Rec #,Date ,Time,  Pressure [dBars],       IntTemp [C]
      0,8/12/2012, 15:11:37,              1.09,              7.66
      1,8/12/2012, 15:11:39,              1.12,              7.61
      2,8/12/2012, 15:37:59,              6.04,              8.88
      3,8/12/2012, 15:38:01,              6.04,              8.73
      4,8/12/2012, 15:38:03,              6.12,              8.64
      5,8/12/2012, 15:38:05,              6.12,              8.50
      6,8/12/2012, 15:38:07,              6.24,              8.41
      7,8/12/2012, 15:38:09,              6.04,              8.31
      8,8/12/2012, 15:38:11,              6.09,              8.22
      9,8/12/2012, 15:38:13,              6.02,              8.13
     10,8/12/2012, 15:38:15,              6.12,              8.08
     11,8/12/2012, 15:38:17,              6.14,              7.98
     12,8/12/2012, 15:38:19,              6.07,              7.94
     13,8/12/2012, 15:38:21,              6.02,              7.89
     14,8/12/2012, 15:38:23,              6.12,              7.80
     15,8/12/2012, 15:38:25,              6.09,              7.80
     16,8/12/2012, 15:38:27,              5.92,              7.75
     17,8/12/2012, 15:38:29,              6.02,              7.70
     18,8/12/2012, 15:38:31,              6.07,              7.66
     19,8/12/2012, 15:38:33,              5.84,              7.61
     20,8/12/2012, 15:38:35,              4.84,              7.61
     21,8/12/2012, 15:38:37,              3.34,              7.56
     22,8/12/2012, 15:40:59,              5.89,              8.08
     23,8/12/2012, 15:41:01,              5.92,              8.03
     24,8/12/2012, 15:41:03,              5.97,              7.94
     25,8/12/2012, 15:41:05,              5.79,              7.84
     26,8/12/2012, 15:41:07,              5.92,              7.80
     27,8/12/2012, 15:41:09,              5.92,              7.75
     28,8/12/2012, 15:41:11,              5.92,              7.70
     29,8/12/2012, 15:41:13,              5.47,              7.66
     30,8/12/2012, 15:41:15,              3.17,              7.61
     31,8/12/2012, 15:43:59,              8.42,              8.08
     32,8/12/2012, 15:44:01,              8.32,              8.03
     33,8/12/2012, 15:44:03,              8.34,              7.98
     34,8/12/2012, 15:44:05,              8.32,              7.94
     35,8/12/2012, 15:44:07,              8.32,              7.94
     36,8/12/2012, 15:44:09,              8.32,              7.89
     37,8/12/2012, 15:44:11,              8.24,              7.84
     38,8/12/2012, 15:44:13,              8.27,              7.84
     39,8/12/2012, 15:44:15,              8.22,              7.80
     40,8/12/2012, 15:44:17,              8.39,              7.80
     41,8/12/2012, 15:44:19,              8.42,              7.80
     42,8/12/2012, 15:44:21,              8.32,              7.75
     43,8/12/2012, 15:44:23,              8.39,              7.75
     44,8/12/2012, 15:44:25,              8.32,              7.75
     45,8/12/2012, 15:44:27,              8.42,              7.70
     46,8/12/2012, 15:44:29,              8.34,              7.70
     47,8/12/2012, 15:44:31,              8.39,              7.70
     48,8/12/2012, 15:44:33,              8.44,              7.70
     49,8/12/2012, 15:44:35,              8.37,              7.66
     50,8/12/2012, 15:44:37,              8.47,              7.66
     51,8/12/2012, 15:44:39,              8.49,              7.66
     52,8/12/2012, 15:44:41,              8.24,              7.66
     53,8/12/2012, 15:44:43,              8.47,              7.66
     54,8/12/2012, 15:44:45,              8.14,              7.66
     55,8/12/2012, 15:44:47,              6.69,              7.66
     56,8/12/2012, 15:44:49,              4.14,              7.61
     57,8/12/2012, 15:44:51,              1.39,              7.61
     58,8/12/2012, 15:45:07,              1.24,              7.94
     59,8/12/2012, 15:45:09,              3.47,              7.89
     60,8/12/2012, 15:45:11,              5.59,              7.89
     61,8/12/2012, 15:45:13,              7.64,              7.84
     62,8/12/2012, 15:45:15,              8.34,              7.84
     63,8/12/2012, 15:45:17,              8.34,              7.80
     64,8/12/2012, 15:45:19,              8.47,              7.80
     65,8/12/2012, 15:45:21,              8.39,              7.80
     66,8/12/2012, 15:45:23,              8.39,              7.75
     67,8/12/2012, 15:45:25,              8.34,              7.75
     68,8/12/2012, 15:45:27,              8.27,              7.75
     69,8/12/2012, 15:45:29,              8.32,              7.70
     70,8/12/2012, 15:45:31,              8.34,              7.70
     71,8/12/2012, 15:45:33,              8.24,              7.70
     72,8/12/2012, 15:45:35,              8.32,              7.70
     73,8/12/2012, 15:45:37,              8.39,              7.66
     74,8/12/2012, 15:45:39,              8.44,              7.66
     75,8/12/2012, 15:45:41,              8.32,              7.66
     76,8/12/2012, 15:45:43,              8.29,              7.66
     77,8/12/2012, 15:45:45,              8.39,              7.66
     78,8/12/2012, 15:45:47,              8.32,              7.66
     79,8/12/2012, 15:45:49,              8.29,              7.66
     80,8/12/2012, 15:45:51,              8.19,              7.66
     81,8/12/2012, 15:45:53,              8.27,              7.61
     82,8/12/2012, 15:45:55,              8.24,              7.61
     83,8/12/2012, 15:45:57,              8.22,              7.61
     84,8/12/2012, 15:45:59,              7.24,              7.61
     85,8/12/2012, 15:46:01,              4.57,              7.61
     86,8/12/2012, 15:46:03,              1.67,              7.61
     87,8/12/2012, 15:46:19,              1.87,              7.80
     88,8/12/2012, 15:46:21,              4.12,              7.80
     89,8/12/2012, 15:46:23,              6.39,              7.80
     90,8/12/2012, 15:46:25,              8.17,              7.80
     91,8/12/2012, 15:46:27,              8.34,              7.80
     92,8/12/2012, 15:46:29,              8.37,              7.80
     93,8/12/2012, 15:46:31,              8.49,              7.75
     94,8/12/2012, 15:46:33,              8.39,              7.75
     95,8/12/2012, 15:46:35,              8.24,              7.75
     96,8/12/2012, 15:46:37,              8.27,              7.70
     97,8/12/2012, 15:46:39,              8.34,              7.70
     98,8/12/2012, 15:46:41,              8.22,              7.70
     99,8/12/2012, 15:46:43,              8.24,              7.70
    100,8/12/2012, 15:46:45,              8.32,              7.66
    101,8/12/2012, 15:46:47,              8.27,              7.66
    102,8/12/2012, 15:46:49,              8.39,              7.66
    103,8/12/2012, 15:46:51,              8.39,              7.66
    104,8/12/2012, 15:46:53,              8.24,              7.66
    105,8/12/2012, 15:46:55,              8.34,              7.66
    106,8/12/2012, 15:46:57,              8.47,              7.66
    107,8/12/2012, 15:46:59,              8.29,              7.66
    108,8/12/2012, 15:47:01,              8.27,              7.66
    109,8/12/2012, 15:47:03,              8.49,              7.66
    110,8/12/2012, 15:47:05,              8.49,              7.61
    111,8/12/2012, 15:47:07,              8.37,              7.61
    112,8/12/2012, 15:47:09,              8.37,              7.61
    113,8/12/2012, 15:47:11,              8.29,              7.61
    114,8/12/2012, 15:47:13,              7.54,              7.61
    115,8/12/2012, 15:47:15,              4.89,              7.61
    116,8/12/2012, 15:47:17,              1.89,              7.61
    117,8/12/2012, 15:47:33,              1.17,              7.84
    118,8/12/2012, 15:47:35,              3.19,              7.84
    119,8/12/2012, 15:47:37,              5.49,              7.84
    120,8/12/2012, 15:47:39,              7.54,              7.84
    121,8/12/2012, 15:47:41,              8.44,              7.80
    122,8/12/2012, 15:47:43,              8.42,              7.80
    123,8/12/2012, 15:47:45,              8.44,              7.80
    124,8/12/2012, 15:47:47,              8.49,              7.80
    125,8/12/2012, 15:47:49,              8.44,              7.75
    126,8/12/2012, 15:47:51,              8.62,              7.75
    127,8/12/2012, 15:47:53,              8.54,              7.70
    128,8/12/2012, 15:47:55,              8.69,              7.70
    129,8/12/2012, 15:47:57,              8.62,              7.70
    130,8/12/2012, 15:47:59,              8.59,              7.70
    131,8/12/2012, 15:48:01,              8.47,              7.70
    132,8/12/2012, 15:48:03,              8.29,              7.66
    133,8/12/2012, 15:48:05,              8.44,              7.66
    134,8/12/2012, 15:48:07,              8.44,              7.66
    135,8/12/2012, 15:48:09,              8.49,              7.66
    136,8/12/2012, 15:48:11,              8.39,              7.66
    137,8/12/2012, 15:48:13,              8.47,              7.66
    138,8/12/2012, 15:48:15,              8.44,              7.66
    139,8/12/2012, 15:48:17,              8.39,              7.66
    140,8/12/2012, 15:48:19,              8.34,              7.61
    141,8/12/2012, 15:48:21,              8.32,              7.61
    142,8/12/2012, 15:48:23,              8.34,              7.61
    143,8/12/2012, 15:48:25,              8.49,              7.61
    144,8/12/2012, 15:48:27,              7.79,              7.61
    145,8/12/2012, 15:48:29,              4.92,              7.61
    146,8/12/2012, 15:48:31,              1.87,              7.66
    147,8/12/2012, 15:48:51,              1.52,              7.98
    148,8/12/2012, 15:48:53,              3.59,              7.98
    149,8/12/2012, 15:48:55,              5.94,              7.94
    150,8/12/2012, 15:48:57,              8.12,              7.94
    151,8/12/2012, 15:48:59,              8.29,              7.89
    152,8/12/2012, 15:49:01,              8.39,              7.84
    153,8/12/2012, 15:49:03,              8.42,              7.84
    154,8/12/2012, 15:49:05,              8.34,              7.80
    155,8/12/2012, 15:49:07,              8.34,              7.80
    156,8/12/2012, 15:49:09,              8.29,              7.80
    157,8/12/2012, 15:49:11,              8.37,              7.75
    158,8/12/2012, 15:49:13,              8.34,              7.75
    159,8/12/2012, 15:49:15,              8.29,              7.75
    160,8/12/2012, 15:49:17,              8.39,              7.70
    161,8/12/2012, 15:49:19,              8.44,              7.70
    162,8/12/2012, 15:49:21,              8.49,              7.70
    163,8/12/2012, 15:49:23,              8.47,              7.70
    164,8/12/2012, 15:49:25,              8.49,              7.70
    165,8/12/2012, 15:49:27,              8.47,              7.66
    166,8/12/2012, 15:49:29,              8.37,              7.66
    167,8/12/2012, 15:49:31,              8.44,              7.66
    168,8/12/2012, 15:49:33,              8.32,              7.66
    169,8/12/2012, 15:49:35,              8.32,              7.66
    170,8/12/2012, 15:49:37,              8.39,              7.66
    171,8/12/2012, 15:49:39,              8.42,              7.66
    172,8/12/2012, 15:49:41,              6.07,              7.66
    173,8/12/2012, 15:49:43,              2.94,              7.66
    174,8/12/2012, 15:49:59,              1.09,              7.89
    175,8/12/2012, 15:50:01,              3.14,              7.89
    176,8/12/2012, 15:50:03,              5.37,              7.89
    177,8/12/2012, 15:50:05,              7.67,              7.84
    178,8/12/2012, 15:50:07,              8.27,              7.84
    179,8/12/2012, 15:50:09,              8.27,              7.80
    180,8/12/2012, 15:50:11,              8.22,              7.80
    181,8/12/2012, 15:50:13,              8.27,              7.80
    182,8/12/2012, 15:50:15,              8.32,              7.75
    183,8/12/2012, 15:50:17,              8.29,              7.75
    184,8/12/2012, 15:50:19,              8.34,              7.75
    185,8/12/2012, 15:50:21,              8.49,              7.75
    186,8/12/2012, 15:50:23,              8.34,              7.70
    187,8/12/2012, 15:50:25,              8.49,              7.70
    188,8/12/2012, 15:50:27,              8.29,              7.70
    189,8/12/2012, 15:50:29,              8.34,              7.70
    190,8/12/2012, 15:50:31,              8.27,              7.66
    191,8/12/2012, 15:50:33,              8.32,              7.66
    192,8/12/2012, 15:50:35,              8.37,              7.66
    193,8/12/2012, 15:50:37,              8.49,              7.66
    194,8/12/2012, 15:50:39,              8.29,              7.66
    195,8/12/2012, 15:50:41,              8.34,              7.66
    196,8/12/2012, 15:50:43,              8.34,              7.66
    197,8/12/2012, 15:50:45,              8.47,              7.66
    198,8/12/2012, 15:50:47,              8.24,              7.66
    199,8/12/2012, 15:50:49,              8.07,              7.66
    200,8/12/2012, 15:50:51,              6.09,              7.66
    201,8/12/2012, 15:50:53,              3.04,              7.66
    202,8/12/2012, 15:51:13,              2.04,              7.94
    203,8/12/2012, 15:51:15,              4.24,              7.94
    204,8/12/2012, 15:51:17,              6.62,              7.89
    205,8/12/2012, 15:51:19,              8.22,              7.84
    206,8/12/2012, 15:51:21,              8.34,              7.84
    207,8/12/2012, 15:51:23,              8.42,              7.84
    208,8/12/2012, 15:51:25,              8.54,              7.80
    209,8/12/2012, 15:51:27,              8.37,              7.80
    210,8/12/2012, 15:51:29,              8.37,              7.80
    211,8/12/2012, 15:51:31,              8.47,              7.75
    212,8/12/2012, 15:51:33,              8.39,              7.75
    213,8/12/2012, 15:51:35,              8.47,              7.75
    214,8/12/2012, 15:51:37,              8.34,              7.70
    215,8/12/2012, 15:51:39,              8.27,              7.70
    216,8/12/2012, 15:51:41,              8.29,              7.70
    217,8/12/2012, 15:51:43,              8.19,              7.70
    218,8/12/2012, 15:51:45,              8.24,              7.70
    219,8/12/2012, 15:51:47,              8.49,              7.66
    220,8/12/2012, 15:51:49,              8.32,              7.66
    221,8/12/2012, 15:51:51,              8.24,              7.66
    222,8/12/2012, 15:51:53,              8.32,              7.66
    223,8/12/2012, 15:51:55,              8.29,              7.66
    224,8/12/2012, 15:51:57,              8.52,              7.66
    225,8/12/2012, 15:51:59,              8.37,              7.66
    226,8/12/2012, 15:52:01,              8.39,              7.66
    227,8/12/2012, 15:52:03,              7.14,              7.66
    228,8/12/2012, 15:52:05,              4.32,              7.66
    229,8/12/2012, 15:52:07,              1.27,              7.66
    230,8/12/2012, 15:52:25,              2.04,              7.94
    231,8/12/2012, 15:52:27,              4.27,              7.94
    232,8/12/2012, 15:52:29,              6.44,              7.94
    233,8/12/2012, 15:52:31,              8.19,              7.84
    234,8/12/2012, 15:52:33,              8.34,              7.84
    235,8/12/2012, 15:52:35,              8.39,              7.84
    236,8/12/2012, 15:52:37,              8.32,              7.80
    237,8/12/2012, 15:52:39,              8.34,              7.80
    238,8/12/2012, 15:52:41,              8.29,              7.80
    239,8/12/2012, 15:52:43,              8.32,              7.75
    240,8/12/2012, 15:52:45,              8.32,              7.75
    241,8/12/2012, 15:52:47,              8.29,              7.75
    242,8/12/2012, 15:52:49,              8.29,              7.75
    243,8/12/2012, 15:52:51,              8.34,              7.70
    244,8/12/2012, 15:52:53,              8.34,              7.70
    245,8/12/2012, 15:52:55,              8.24,              7.70
    246,8/12/2012, 15:52:57,              8.29,              7.70
    247,8/12/2012, 15:52:59,              8.42,              7.70
    248,8/12/2012, 15:53:01,              8.32,              7.70
    249,8/12/2012, 15:53:03,              8.44,              7.66
    250,8/12/2012, 15:53:05,              8.39,              7.66
    251,8/12/2012, 15:53:07,              8.42,              7.66
    252,8/12/2012, 15:53:09,              8.47,              7.66
    253,8/12/2012, 15:53:11,              8.34,              7.66
    254,8/12/2012, 15:53:13,              8.49,              7.66
    255,8/12/2012, 15:53:15,              8.34,              7.66
    256,8/12/2012, 15:53:17,              8.39,              7.66
    257,8/12/2012, 15:53:19,              6.17,              7.66
    258,8/12/2012, 15:53:21,              3.29,              7.66
    259,8/12/2012, 15:53:41,              1.47,              7.84
    260,8/12/2012, 15:53:43,              3.52,              7.84
    261,8/12/2012, 15:53:45,              5.84,              7.84
    262,8/12/2012, 15:53:47,              7.82,              7.84
    263,8/12/2012, 15:53:49,              8.29,              7.80
    264,8/12/2012, 15:53:51,              8.34,              7.80
    265,8/12/2012, 15:53:53,              8.29,              7.80
    266,8/12/2012, 15:53:55,              8.14,              7.80
    267,8/12/2012, 15:53:57,              8.24,              7.75
    268,8/12/2012, 15:53:59,              8.34,              7.75
    269,8/12/2012, 15:54:01,              8.27,              7.75
    270,8/12/2012, 15:54:03,              8.32,              7.70
    271,8/12/2012, 15:54:05,              8.44,              7.70
    272,8/12/2012, 15:54:07,              8.29,              7.70
    273,8/12/2012, 15:54:09,              8.29,              7.70
    274,8/12/2012, 15:54:11,              8.32,              7.70
    275,8/12/2012, 15:54:13,              8.39,              7.66
    276,8/12/2012, 15:54:15,              8.44,              7.66
    277,8/12/2012, 15:54:17,              8.39,              7.66
    278,8/12/2012, 15:54:19,              8.34,              7.66
    279,8/12/2012, 15:54:21,              8.44,              7.66
    280,8/12/2012, 15:54:23,              7.54,              7.66
    281,8/12/2012, 15:54:25,              5.09,              7.66
    282,8/12/2012, 15:54:27,              2.17,              7.66
    283,8/12/2012, 15:55:09,              1.32,              8.03
    284,8/12/2012, 15:55:11,              3.24,              7.98
    285,8/12/2012, 15:55:13,              5.39,              7.98
    286,8/12/2012, 15:55:15,              7.49,              7.94
    287,8/12/2012, 15:55:17,              8.24,              7.94
    288,8/12/2012, 15:55:19,              8.19,              7.89
    289,8/12/2012, 15:55:21,              8.32,              7.84
    290,8/12/2012, 15:55:23,              8.24,              7.84
    291,8/12/2012, 15:55:25,              8.19,              7.80
    292,8/12/2012, 15:55:27,              8.27,              7.80
    293,8/12/2012, 15:55:29,              8.37,              7.80
    294,8/12/2012, 15:55:31,              8.34,              7.80
    295,8/12/2012, 15:55:33,              8.34,              7.75
    296,8/12/2012, 15:55:35,              8.34,              7.75
    297,8/12/2012, 15:55:37,              8.49,              7.75
    298,8/12/2012, 15:55:39,              8.37,              7.70
    299,8/12/2012, 15:55:41,              8.22,              7.70
    300,8/12/2012, 15:55:43,              8.27,              7.70
    301,8/12/2012, 15:55:45,              8.12,              7.70
    302,8/12/2012, 15:55:47,              8.29,              7.70
    303,8/12/2012, 15:55:49,              8.22,              7.70
    304,8/12/2012, 15:55:51,              8.24,              7.70
    305,8/12/2012, 15:55:53,              8.32,              7.66
    306,8/12/2012, 15:55:55,              8.29,              7.66
    307,8/12/2012, 15:55:57,              8.09,              7.66
    308,8/12/2012, 15:55:59,              7.02,              7.66
    309,8/12/2012, 15:56:01,              4.09,              7.66
    310,8/12/2012, 15:56:23,              1.62,              7.94
    311,8/12/2012, 15:56:25,              3.77,              7.94
    312,8/12/2012, 15:56:27,              5.99,              7.89
    313,8/12/2012, 15:56:29,              7.99,              7.89
    314,8/12/2012, 15:56:31,              8.39,              7.84
    315,8/12/2012, 15:56:33,              8.42,              7.84
    316,8/12/2012, 15:56:35,              8.39,              7.80
    317,8/12/2012, 15:56:37,              8.29,              7.80
    318,8/12/2012, 15:56:39,              8.22,              7.80
    319,8/12/2012, 15:56:41,              8.42,              7.80
    320,8/12/2012, 15:56:43,              8.24,              7.75
    321,8/12/2012, 15:56:45,              8.24,              7.75
    322,8/12/2012, 15:56:47,              8.29,              7.75
    323,8/12/2012, 15:56:49,              8.27,              7.70
    324,8/12/2012, 15:56:51,              8.44,              7.70
    325,8/12/2012, 15:56:53,              8.34,              7.70
    326,8/12/2012, 15:56:55,              8.17,              7.70
    327,8/12/2012, 15:56:57,              8.27,              7.70
    328,8/12/2012, 15:56:59,              8.32,              7.70
    329,8/12/2012, 15:57:01,              8.22,              7.70
    330,8/12/2012, 15:57:03,              8.29,              7.66
    331,8/12/2012, 15:57:05,              8.27,              7.66
    332,8/12/2012, 15:57:07,              8.32,              7.66
    333,8/12/2012, 15:57:09,              8.22,              7.66
    334,8/12/2012, 15:57:11,              8.42,              7.66
    335,8/12/2012, 15:57:13,              8.69,              7.66
    336,8/12/2012, 15:57:15,              6.99,              7.66
    337,8/12/2012, 15:57:17,              4.27,              7.66
    338,8/12/2012, 15:57:19,              1.14,              7.66
    339,8/12/2012, 15:57:39,              0.94,              7.84
    340,8/12/2012, 15:57:41,              3.12,              7.84
    341,8/12/2012, 15:57:43,              5.27,              7.84
    342,8/12/2012, 15:57:45,              7.62,              7.84
    343,8/12/2012, 15:57:47,              8.49,              7.80
    344,8/12/2012, 15:57:49,              8.44,              7.80
    345,8/12/2012, 15:57:51,              8.52,              7.80
    346,8/12/2012, 15:57:53,              8.39,              7.80
    347,8/12/2012, 15:57:55,              8.39,              7.75
    348,8/12/2012, 15:57:57,              8.52,              7.75
    349,8/12/2012, 15:57:59,              8.52,              7.75
    350,8/12/2012, 15:58:01,              8.49,              7.75
    351,8/12/2012, 15:58:03,              8.49,              7.70
    352,8/12/2012, 15:58:05,              8.27,              7.70
    353,8/12/2012, 15:58:07,              8.39,              7.70
    354,8/12/2012, 15:58:09,              8.27,              7.70
    355,8/12/2012, 15:58:11,              8.24,              7.70
    356,8/12/2012, 15:58:13,              8.34,              7.70
    357,8/12/2012, 15:58:15,              8.27,              7.66
    358,8/12/2012, 15:58:17,              8.24,              7.66
    359,8/12/2012, 15:58:19,              8.22,              7.66
    360,8/12/2012, 15:58:21,              8.24,              7.66
    361,8/12/2012, 15:58:23,              8.39,              7.66
    362,8/12/2012, 15:58:25,              8.32,              7.66
    363,8/12/2012, 15:58:27,              8.32,              7.66
    364,8/12/2012, 15:58:29,              8.24,              7.66
    365,8/12/2012, 15:58:31,              8.32,              7.66
    366,8/12/2012, 15:58:33,              8.27,              7.66
    367,8/12/2012, 15:58:35,              7.19,              7.66
    368,8/12/2012, 15:58:37,              4.64,              7.66
    369,8/12/2012, 15:58:39,              1.57,              7.66
    370,8/12/2012, 15:59:19,              2.22,              8.03
    371,8/12/2012, 15:59:21,              4.32,              7.98
    372,8/12/2012, 15:59:23,              6.44,              7.98
    373,8/12/2012, 15:59:25,              8.24,              7.94
    374,8/12/2012, 15:59:27,              8.24,              7.94
    375,8/12/2012, 15:59:29,              8.17,              7.89
    376,8/12/2012, 15:59:31,              8.19,              7.84
    377,8/12/2012, 15:59:33,              8.24,              7.80
    378,8/12/2012, 15:59:35,              8.22,              7.80
    379,8/12/2012, 15:59:37,              8.22,              7.80
    380,8/12/2012, 15:59:39,              8.32,              7.80
    381,8/12/2012, 15:59:41,              8.24,              7.75
    382,8/12/2012, 15:59:43,              8.27,              7.75
    383,8/12/2012, 15:59:45,              8.19,              7.75
    384,8/12/2012, 15:59:47,              8.32,              7.70
    385,8/12/2012, 15:59:49,              8.17,              7.70
    386,8/12/2012, 15:59:51,              8.27,              7.70
    387,8/12/2012, 15:59:53,              8.19,              7.70
    388,8/12/2012, 15:59:55,              8.49,              7.70
    389,8/12/2012, 15:59:57,              8.24,              7.70
    390,8/12/2012, 15:59:59,              8.17,              7.66
    391,8/12/2012, 16:00:01,              8.29,              7.70
    392,8/12/2012, 16:00:03,              7.54,              7.66
    393,8/12/2012, 16:00:05,              4.99,              7.66
    394,8/12/2012, 16:00:07,              2.14,              7.66
    395,8/12/2012, 16:00:27,              2.94,              7.80
    396,8/12/2012, 16:00:29,              5.22,              7.80
    397,8/12/2012, 16:00:31,              7.59,              7.80
    398,8/12/2012, 16:00:33,              8.27,              7.80
    399,8/12/2012, 16:00:35,              8.52,              7.80
    400,8/12/2012, 16:00:37,              8.27,              7.75
    401,8/12/2012, 16:00:39,              8.27,              7.75
    402,8/12/2012, 16:00:41,              8.17,              7.75
    403,8/12/2012, 16:00:43,              8.22,              7.70
    404,8/12/2012, 16:00:45,              8.19,              7.70
    405,8/12/2012, 16:00:47,              8.37,              7.70
    406,8/12/2012, 16:00:49,              8.27,              7.70
    407,8/12/2012, 16:00:51,              7.99,              7.70
    408,8/12/2012, 16:00:53,              8.07,              7.70
    409,8/12/2012, 16:00:55,              8.22,              7.66
    410,8/12/2012, 16:00:57,              8.37,              7.66
    411,8/12/2012, 16:00:59,              8.27,              7.66
    412,8/12/2012, 16:01:01,              7.19,              7.66
    413,8/12/2012, 16:01:03,              4.84,              7.66
    414,8/12/2012, 16:01:05,              2.19,              7.66
    415,8/12/2012, 16:02:31,              1.89,              7.98
    416,8/12/2012, 16:02:33,              3.87,              7.98
    417,8/12/2012, 16:02:35,              6.14,              7.98
    418,8/12/2012, 16:02:37,              7.84,              7.94
    419,8/12/2012, 16:02:39,              8.17,              7.94
    420,8/12/2012, 16:02:41,              8.04,              7.89
    421,8/12/2012, 16:02:43,              8.09,              7.84
    422,8/12/2012, 16:02:45,              8.19,              7.84
    423,8/12/2012, 16:02:47,              8.22,              7.80
    424,8/12/2012, 16:02:49,              8.34,              7.80
    425,8/12/2012, 16:02:51,              8.14,              7.80
    426,8/12/2012, 16:02:53,              8.29,              7.75
    427,8/12/2012, 16:02:55,              8.54,              7.75
    428,8/12/2012, 16:02:57,              8.49,              7.75
    429,8/12/2012, 16:02:59,              8.42,              7.70
    430,8/12/2012, 16:03:01,              8.22,              7.70
    431,8/12/2012, 16:03:03,              8.27,              7.70
    432,8/12/2012, 16:03:05,              7.62,              7.70
    433,8/12/2012, 16:03:07,              5.17,              7.70
    434,8/12/2012, 16:03:09,              2.62,              7.70
    435,8/12/2012, 16:03:55,              1.79,              7.98
    436,8/12/2012, 16:03:57,              3.99,              7.98
    437,8/12/2012, 16:03:59,              6.12,              7.98
    438,8/12/2012, 16:04:01,              7.92,              7.94
    439,8/12/2012, 16:04:03,              8.27,              7.94
    440,8/12/2012, 16:04:05,              8.17,              7.89
    441,8/12/2012, 16:04:07,              8.12,              7.84
    442,8/12/2012, 16:04:09,              8.24,              7.80
    443,8/12/2012, 16:04:11,              8.17,              7.80
    444,8/12/2012, 16:04:13,              8.24,              7.80
    445,8/12/2012, 16:04:15,              8.22,              7.80
    446,8/12/2012, 16:04:17,              8.19,              7.75
    447,8/12/2012, 16:04:19,              8.24,              7.75
    448,8/12/2012, 16:04:21,              8.17,              7.75
    449,8/12/2012, 16:04:23,              8.19,              7.70
    450,8/12/2012, 16:04:25,              8.02,              7.70
    451,8/12/2012, 16:04:27,              8.24,              7.70
    452,8/12/2012, 16:04:29,              8.22,              7.70
    453,8/12/2012, 16:04:31,              8.19,              7.70
    454,8/12/2012, 16:04:33,              8.07,              7.66
    455,8/12/2012, 16:04:35,              8.14,              7.66
    456,8/12/2012, 16:04:37,              8.14,              7.66
    457,8/12/2012, 16:04:39,              8.24,              7.66
    458,8/12/2012, 16:04:41,              6.37,              7.66
    459,8/12/2012, 16:04:43,              3.37,              7.66
    460,8/12/2012, 16:14:25,              2.77,              8.13
    461,8/12/2012, 16:14:27,              4.74,              8.13
    462,8/12/2012, 16:14:29,              6.84,              8.08
    463,8/12/2012, 16:14:31,              8.22,              8.03
    464,8/12/2012, 16:14:33,              8.34,              7.98
    465,8/12/2012, 16:14:35,              8.24,              7.94
    466,8/12/2012, 16:14:37,              8.27,              7.94
    467,8/12/2012, 16:14:39,              8.47,              7.89
    468,8/12/2012, 16:14:41,              8.27,              7.84
    469,8/12/2012, 16:14:43,              8.32,              7.84
    470,8/12/2012, 16:14:45,              8.29,              7.80
    471,8/12/2012, 16:14:47,              8.47,              7.80
    472,8/12/2012, 16:14:49,              8.44,              7.80
    473,8/12/2012, 16:14:51,              8.39,              7.75
    474,8/12/2012, 16:14:53,              8.49,              7.75
    475,8/12/2012, 16:14:55,              8.32,              7.70
    476,8/12/2012, 16:14:57,              8.34,              7.70
    477,8/12/2012, 16:14:59,              8.49,              7.70
    478,8/12/2012, 16:15:01,              8.39,              7.70
    479,8/12/2012, 16:15:03,              8.39,              7.70
    480,8/12/2012, 16:15:05,              8.52,              7.66
    481,8/12/2012, 16:15:07,              8.39,              7.66
    482,8/12/2012, 16:15:09,              8.34,              7.66
    483,8/12/2012, 16:15:11,              8.47,              7.66
    484,8/12/2012, 16:15:13,              7.04,              7.66
    485,8/12/2012, 16:15:15,              4.42,              7.66
    486,8/12/2012, 16:15:17,              1.49,              7.66
    487,8/12/2012, 16:15:35,              1.49,              7.98
    488,8/12/2012, 16:15:37,              3.62,              7.98
    489,8/12/2012, 16:15:39,              5.77,              7.94
    490,8/12/2012, 16:15:41,              7.74,              7.94
    491,8/12/2012, 16:15:43,              8.44,              7.89
    492,8/12/2012, 16:15:45,              8.37,              7.84
    493,8/12/2012, 16:15:47,              8.29,              7.84
    494,8/12/2012, 16:15:49,              8.29,              7.80
    495,8/12/2012, 16:15:51,              8.32,              7.80
    496,8/12/2012, 16:15:53,              8.39,              7.80
    497,8/12/2012, 16:15:55,              8.44,              7.75
    498,8/12/2012, 16:15:57,              8.44,              7.75
    499,8/12/2012, 16:15:59,              8.39,              7.75
    500,8/12/2012, 16:16:01,              8.34,              7.70
    501,8/12/2012, 16:16:03,              8.34,              7.70
    502,8/12/2012, 16:16:05,              8.44,              7.70
    503,8/12/2012, 16:16:07,              8.24,              7.70
    504,8/12/2012, 16:16:09,              8.34,              7.70
    505,8/12/2012, 16:16:11,              8.32,              7.70
    506,8/12/2012, 16:16:13,              8.19,              7.66
    507,8/12/2012, 16:16:15,              8.22,              7.66
    508,8/12/2012, 16:16:17,              8.22,              7.66
    509,8/12/2012, 16:16:19,              8.29,              7.66
    510,8/12/2012, 16:16:21,              8.04,              7.66
    511,8/12/2012, 16:16:23,              5.52,              7.66
    512,8/12/2012, 16:16:25,              2.67,              7.66
    513,8/12/2012, 16:16:45,              2.72,              7.94
    514,8/12/2012, 16:16:47,              4.89,              7.94
    515,8/12/2012, 16:16:49,              7.02,              7.94
