Datetime,Pressure,Velocity,Motion,Dive
1145,2.05,-0.02,BOTT,22
1146,2.12,0.07,BOTT,22
1147,2.05,-0.07,BOTT,22
1148,2.05,0,BOTT,22
1149,1.97,-0.08,BOTT,22
1150,1.95,-0.02,BOTT,22
1151,2.02,0.07,BOTT,22
1152,2.07,0.05,BOTT,22
1153,2.02,-0.05,BOTT,22
1154,2.05,0.03,BOTT,22
1155,2.02,-0.03,BOTT,22
1156,2.02,0,BOTT,22
1157,1.62,-0.4,ASC,22
1159,-0.15,-0.885,SURF,23
1169,-0.2,-0.005,SURF,23
1176,1.5,0.242857143,DESC,23
1177,2.02,0.52,BOTT,23
1178,1.92,-0.1,BOTT,23
1179,1.92,0,BOTT,23
1180,1.97,0.05,BOTT,23
1181,1.97,0,BOTT,23
1182,2.02,0.05,BOTT,23
1183,2.12,0.1,BOTT,23
1184,2.15,0.03,BOTT,23
1185,2.07,-0.08,BOTT,23
1186,1.95,-0.12,BOTT,23
1187,1.97,0.02,BOTT,23
1188,1.92,-0.05,BOTT,23
1189,1.97,0.05,BOTT,23
1190,2.02,0.05,BOTT,23
1191,2.02,0,BOTT,23
1192,2.02,0,BOTT,23
1193,1.97,-0.05,BOTT,23
1194,2.12,0.15,BOTT,23
1195,2.07,-0.05,BOTT,23
1196,2.02,-0.05,BOTT,23
1197,2.07,0.05,BOTT,23
1198,1.95,-0.12,BOTT,23
1199,1.97,0.02,BOTT,23
1200,2.05,0.08,BOTT,23
1201,2.02,-0.03,BOTT,23
1202,2.02,0,BOTT,23
1203,2.02,0,BOTT,23
1204,2.02,0,BOTT,23
1205,1.97,-0.05,BOTT,23
1206,2.07,0.1,BOTT,23
1207,2.02,-0.05,BOTT,23
1208,2.07,0.05,BOTT,23
1209,2.02,-0.05,BOTT,23
1210,1.92,-0.1,BOTT,23
1211,1.67,-0.25,ASC,23
1219,-0.1,-0.22125,SURF,24
1229,0.65,0.075,DESC,24
1230,1.65,1,DESC,24
1231,2.02,0.37,BOTT,24
1232,2.07,0.05,BOTT,24
1233,2.02,-0.05,BOTT,24
1234,2.07,0.05,BOTT,24
1235,2.07,0,BOTT,24
1236,2.02,-0.05,BOTT,24
1237,2.07,0.05,BOTT,24
1238,2.02,-0.05,BOTT,24
1239,2.07,0.05,BOTT,24
1240,2.17,0.1,BOTT,24
1241,2.1,-0.07,BOTT,24
1242,2.07,-0.03,BOTT,24
1243,1.92,-0.15,BOTT,24
1244,2.02,0.1,BOTT,24
1245,1.95,-0.07,BOTT,24
1246,2.02,0.07,BOTT,24
1247,2.02,0,BOTT,24
1248,2.02,0,BOTT,24
1249,2.02,0,BOTT,24
1250,2.02,0,BOTT,24
1251,2.05,0.03,BOTT,24
1252,2.07,0.02,BOTT,24
1253,2.05,-0.02,BOTT,24
1254,2.12,0.07,BOTT,24
1255,2.02,-0.1,BOTT,24
1256,2.02,0,BOTT,24
1257,2.02,0,BOTT,24
1258,2.07,0.05,BOTT,24
1259,2.07,0,BOTT,24
1260,2.05,-0.02,BOTT,24
1261,2.05,0,BOTT,24
1262,2.12,0.07,BOTT,24
1263,2.05,-0.07,BOTT,24
1264,1.65,-0.4,ASC,24
1269,-0.18,-0.366,SURF,25
1279,0.3,0.048,DESC,25
1280,1.32,1.02,DESC,25
1281,1.95,0.63,BOTT,25
1282,2.07,0.12,BOTT,25
1283,2.07,0,BOTT,25
1284,2.07,0,BOTT,25
1285,2.02,-0.05,BOTT,25
1286,2.07,0.05,BOTT,25
1287,2.02,-0.05,BOTT,25
1288,2.07,0.05,BOTT,25
1289,2.15,0.08,BOTT,25
1290,2.07,-0.08,BOTT,25
1291,2.02,-0.05,BOTT,25
1292,2.07,0.05,BOTT,25
1293,2.07,0,BOTT,25
1294,2.15,0.08,BOTT,25
1295,2.07,-0.08,BOTT,25
1296,2.1,0.03,BOTT,25
1297,2.05,-0.05,BOTT,25
1298,2.05,0,BOTT,25
1299,2.05,0,BOTT,25
1300,2.07,0.02,BOTT,25
1301,2.07,0,BOTT,25
1302,2.02,-0.05,BOTT,25
1303,2.07,0.05,BOTT,25
1304,2.05,-0.02,BOTT,25
1305,2.05,0,BOTT,25
1306,2.12,0.07,BOTT,25
1307,2.1,-0.02,BOTT,25
1308,2.02,-0.08,BOTT,25
1309,2.1,0.08,BOTT,25
1310,2.07,-0.03,BOTT,25
1311,2.07,0,BOTT,25
1312,2.07,0,BOTT,25
1313,2.1,0.03,BOTT,25
1314,2.07,-0.03,BOTT,25
1315,2.1,0.03,BOTT,25
1316,2.02,-0.08,BOTT,25
1317,1.92,-0.1,BOTT,25
1319,-0.08,-1,SURF,26
1329,-0.18,-0.01,SURF,26
1336,0.97,0.164285714,DESC,26
1337,1.72,0.75,DESC,26
1338,2.2,0.48,BOTT,26
1339,2.02,-0.18,BOTT,26
1340,1.75,-0.27,BOTT,26
1341,1.85,0.1,BOTT,26
1342,1.6,-0.25,ASC,26
1343,1.05,-0.55,ASC,26
1349,-0.18,-0.205,SURF,27
1359,-0.13,0.005,SURF,27
1369,-0.13,0,SURF,27
1379,-0.15,-0.002,SURF,27
1500,1.97,0.017520661,BOTT,27
1501,2.02,0.05,BOTT,27
1502,2.07,0.05,BOTT,27
1503,2.02,-0.05,BOTT,27
1504,2.02,0,BOTT,27
1505,2.07,0.05,BOTT,27
1506,2.05,-0.02,BOTT,27
1507,2.02,-0.03,BOTT,27
1508,2.02,0,BOTT,27
1509,2.02,0,BOTT,27
1510,1.97,-0.05,BOTT,27
1511,2.12,0.15,BOTT,27
1512,1.55,-0.57,ASC,27
1519,-0.18,-0.247142857,SURF,28
1524,1.02,0.24,DESC,28
1525,1.85,0.83,BOTT,28
1526,2.05,0.2,BOTT,28
1527,2.15,0.1,BOTT,28
1528,2.07,-0.08,BOTT,28
1529,2.12,0.05,BOTT,28
1530,2.1,-0.02,BOTT,28
1531,2.2,0.1,BOTT,28
1532,2.15,-0.05,BOTT,28
1533,2.07,-0.08,BOTT,28
1534,2.07,0,BOTT,28
1535,2.1,0.03,BOTT,28
1536,2.07,-0.03,BOTT,28
1537,2.07,0,BOTT,28
1538,2.07,0,BOTT,28
1539,2.02,-0.05,BOTT,28
1540,2.07,0.05,BOTT,28
1541,2.1,0.03,BOTT,28
1542,2.1,0,BOTT,28
1543,2.07,-0.03,BOTT,28
1544,2.07,0,BOTT,28
1545,2.05,-0.02,BOTT,28
1546,2.07,0.02,BOTT,28
1547,2.02,-0.05,BOTT,28
1548,2,-0.02,BOTT,28
1549,2.1,0.1,BOTT,28
1550,2.05,-0.05,BOTT,28
1551,2.02,-0.03,BOTT,28
1552,1.97,-0.05,BOTT,28
1553,2.1,0.13,BOTT,28
1554,2.07,-0.03,BOTT,28
1555,2.05,-0.02,BOTT,28
1556,2.07,0.02,BOTT,28
1557,1.97,-0.1,BOTT,28
1558,2.07,0.1,BOTT,28
1559,1.92,-0.15,BOTT,28
1560,1.52,-0.4,ASC,28
1569,-0.1,-0.18,SURF,29
1572,0.77,0.29,DESC,29
1573,1.77,1,DESC,29
1574,2.1,0.33,BOTT,29
1575,2.15,0.05,BOTT,29
1576,2.07,-0.08,BOTT,29
1577,2.15,0.08,BOTT,29
1578,2.07,-0.08,BOTT,29
1579,2.05,-0.02,BOTT,29
1580,2.15,0.1,BOTT,29
1581,2.15,0,BOTT,29
1582,2.1,-0.05,BOTT,29
1583,2.07,-0.03,BOTT,29
1584,2.02,-0.05,BOTT,29
1585,2.02,0,BOTT,29
1586,2.1,0.08,BOTT,29
1587,2.1,0,BOTT,29
1588,2.07,-0.03,BOTT,29
1589,2.1,0.03,BOTT,29
1590,2.07,-0.03,BOTT,29
1591,2.1,0.03,BOTT,29
1592,2.15,0.05,BOTT,29
1593,2.1,-0.05,BOTT,29
1594,2.02,-0.08,BOTT,29
1595,2.07,0.05,BOTT,29
1596,2.1,0.03,BOTT,29
1597,2.17,0.07,BOTT,29
1598,2.05,-0.12,BOTT,29
1599,2.02,-0.03,BOTT,29
1600,2.05,0.03,BOTT,29
1601,2.07,0.02,BOTT,29
1602,2.15,0.08,BOTT,29
1603,2.1,-0.05,BOTT,29
1604,2.15,0.05,BOTT,29
1605,2.1,-0.05,BOTT,29
1606,2.15,0.05,BOTT,29
1607,2.05,-0.1,BOTT,29
1608,2.1,0.05,BOTT,29
1609,1.7,-0.4,ASC,29
1619,-0.08,-0.178,SURF,30
1621,1.5,0.79,DESC,30
1622,2.15,0.65,BOTT,30
1623,2.1,-0.05,BOTT,30
1624,2.02,-0.08,BOTT,30
1625,2.02,0,BOTT,30
1626,2.1,0.08,BOTT,30
1627,2.07,-0.03,BOTT,30
1628,2.07,0,BOTT,30
1629,2.05,-0.02,BOTT,30
1630,2.05,0,BOTT,30
1631,2.17,0.12,BOTT,30
1632,2.05,-0.12,BOTT,30
1633,2.15,0.1,BOTT,30
1634,2.05,-0.1,BOTT,30
1635,1.95,-0.1,BOTT,30
1636,2.1,0.15,BOTT,30
1637,2.02,-0.08,BOTT,30
1638,2.07,0.05,BOTT,30
1639,2.07,0,BOTT,30
1640,2.15,0.08,BOTT,30
1641,2.05,-0.1,BOTT,30
1642,2.15,0.1,BOTT,30
1643,2.15,0,BOTT,30
1644,2.1,-0.05,BOTT,30
1645,2.1,0,BOTT,30
1646,2.17,0.07,BOTT,30
1647,2.15,-0.02,BOTT,30
1648,2.15,0,BOTT,30
1649,2.15,0,BOTT,30
1650,2.17,0.02,BOTT,30
1651,2.07,-0.1,BOTT,30
1652,2,-0.07,BOTT,30
1653,2.02,0.02,BOTT,30
1654,1.92,-0.1,BOTT,30
1655,2.07,0.15,BOTT,30
1656,2.02,-0.05,BOTT,30
1657,1.95,-0.07,BOTT,30
1658,2.1,0.15,BOTT,30
1659,1.55,-0.55,ASC,30
1669,-0.08,-0.163,SURF,31
1671,1.32,0.7,DESC,31
1672,2,0.68,BOTT,31
1673,2.07,0.07,BOTT,31
1674,2.05,-0.02,BOTT,31
1675,2.15,0.1,BOTT,31
1676,1.97,-0.18,BOTT,31
1677,2.05,0.08,BOTT,31
1678,2.15,0.1,BOTT,31
1679,2.1,-0.05,BOTT,31
1680,2.2,0.1,BOTT,31
1681,2.15,-0.05,BOTT,31
1682,2.15,0,BOTT,31
1683,2.1,-0.05,BOTT,31
1684,2.15,0.05,BOTT,31
1685,2.07,-0.08,BOTT,31
1686,2.1,0.03,BOTT,31
1687,2.05,-0.05,BOTT,31
1688,2.15,0.1,BOTT,31
1689,2.1,-0.05,BOTT,31
1690,2.02,-0.08,BOTT,31
1691,1.97,-0.05,BOTT,31
1692,2.15,0.18,BOTT,31
1693,2.17,0.02,BOTT,31
1694,2.1,-0.07,BOTT,31
1695,2.15,0.05,BOTT,31
1696,2.15,0,BOTT,31
1697,2.17,0.02,BOTT,31
1698,2.02,-0.15,BOTT,31
1699,2.07,0.05,BOTT,31
1700,2.1,0.03,BOTT,31
1701,2.15,0.05,BOTT,31
1702,2.02,-0.13,BOTT,31
1703,2.05,0.03,BOTT,31
1704,2.02,-0.03,BOTT,31
1705,1.97,-0.05,BOTT,31
1706,2.02,0.05,BOTT,31
1707,2.02,0,BOTT,31
1708,2.1,0.08,BOTT,31
1709,2.02,-0.08,BOTT,31
1710,2.05,0.03,BOTT,31
1711,1.15,-0.9,ASC,31
1719,-0.08,-0.15375,SURF,-1
1729,-0.08,0,SURF,-1
1739,-0.13,-0.005,SURF,-1
